REF_DATE,GEO,DGUID,Age,Gender,Statistics,Total,Non_Immigrants,Immigrants,Recent_Immigrants_2016_2021,Non_Permanent_Residents
2021,"Parksville (CA), B.C.",2021S0504939,25 to 64 years,Men+,2021 Counts,5280.0,4660.0,585.0,90.0,30.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 64 years,Women+,2021 Counts,6435.0,5510.0,890.0,70.0,30.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 54 years,Total - Gender,2021 Counts,6605.0,5755.0,785.0,145.0,60.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 54 years,Men+,2021 Counts,3145.0,2770.0,350.0,80.0,30.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 54 years,Women+,2021 Counts,3465.0,2985.0,440.0,65.0,30.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 34 years,Total - Gender,2021 Counts,1680.0,1540.0,115.0,40.0,20.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 34 years,Men+,2021 Counts,870.0,815.0,40.0,15.0,15.0
2021,"Parksville (CA), B.C.",2021S0504939,25 to 34 years,Women+,2021 Counts,805.0,730.0,75.0,20.0,10.0
2021,"Parksville (CA), B.C.",2021S0504939,35 to 44 years,Total - Gender,2021 Counts,2270.0,1970.0,270.0,70.0,35.0
2021,"Parksville (CA), B.C.",2021S0504939,35 to 44 years,Men+,2021 Counts,1050.0,935.0,105.0,45.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,35 to 44 years,Women+,2021 Counts,1220.0,1030.0,160.0,25.0,30.0
2021,"Parksville (CA), B.C.",2021S0504939,45 to 54 years,Total - Gender,2021 Counts,2655.0,2245.0,400.0,30.0,10.0
2021,"Parksville (CA), B.C.",2021S0504939,45 to 54 years,Men+,2021 Counts,1220.0,1020.0,195.0,15.0,10.0
2021,"Parksville (CA), B.C.",2021S0504939,45 to 54 years,Women+,2021 Counts,1435.0,1230.0,205.0,20.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,55 to 64 years,Total - Gender,2021 Counts,5105.0,4420.0,690.0,15.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,55 to 64 years,Men+,2021 Counts,2130.0,1895.0,240.0,10.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,55 to 64 years,Women+,2021 Counts,2970.0,2520.0,450.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 years and over,Total - Gender,2021 Counts,13835.0,10165.0,3670.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 years and over,Men+,2021 Counts,6395.0,4655.0,1735.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 years and over,Women+,2021 Counts,7435.0,5510.0,1930.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 to 74 years,Total - Gender,2021 Counts,7540.0,5970.0,1570.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 to 74 years,Men+,2021 Counts,3385.0,2640.0,750.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,65 to 74 years,Women+,2021 Counts,4150.0,3330.0,825.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,75 years and over,Total - Gender,2021 Counts,6290.0,4190.0,2095.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,75 years and over,Men+,2021 Counts,3005.0,2015.0,990.0,0.0,0.0
2021,"Parksville (CA), B.C.",2021S0504939,75 years and over,Women+,2021 Counts,3285.0,2180.0,1100.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,Total - Age,Total - Gender,2021 Counts,46155.0,39620.0,6135.0,555.0,400.0
2021,"Penticton (CA), B.C.",2021S0504913,Total - Age,Men+,2021 Counts,22065.0,19120.0,2775.0,255.0,175.0
2021,"Penticton (CA), B.C.",2021S0504913,Total - Age,Women+,2021 Counts,24095.0,20505.0,3360.0,300.0,230.0
2021,"Penticton (CA), B.C.",2021S0504913,0 to 14 years,Total - Gender,2021 Counts,5510.0,5395.0,100.0,75.0,15.0
2021,"Penticton (CA), B.C.",2021S0504913,0 to 14 years,Men+,2021 Counts,2865.0,2795.0,55.0,40.0,15.0
2021,"Penticton (CA), B.C.",2021S0504913,0 to 14 years,Women+,2021 Counts,2650.0,2595.0,50.0,40.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,15 years and over,Total - Gender,2021 Counts,40650.0,34230.0,6030.0,480.0,390.0
2021,"Penticton (CA), B.C.",2021S0504913,15 years and over,Men+,2021 Counts,19205.0,16325.0,2720.0,215.0,160.0
2021,"Penticton (CA), B.C.",2021S0504913,15 years and over,Women+,2021 Counts,21450.0,17905.0,3305.0,265.0,230.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 24 years,Total - Gender,2021 Counts,3860.0,3580.0,175.0,40.0,105.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 24 years,Men+,2021 Counts,2005.0,1895.0,80.0,15.0,35.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 24 years,Women+,2021 Counts,1850.0,1690.0,90.0,25.0,70.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 19 years,Total - Gender,2021 Counts,1980.0,1905.0,65.0,20.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 19 years,Men+,2021 Counts,1090.0,1055.0,30.0,10.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,15 to 19 years,Women+,2021 Counts,885.0,855.0,30.0,15.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,20 to 24 years,Total - Gender,2021 Counts,1880.0,1670.0,110.0,20.0,95.0
2021,"Penticton (CA), B.C.",2021S0504913,20 to 24 years,Men+,2021 Counts,910.0,835.0,45.0,0.0,35.0
2021,"Penticton (CA), B.C.",2021S0504913,20 to 24 years,Women+,2021 Counts,965.0,835.0,60.0,10.0,65.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 64 years,Total - Gender,2021 Counts,23140.0,19945.0,2915.0,430.0,275.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 64 years,Men+,2021 Counts,10935.0,9450.0,1360.0,195.0,125.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 64 years,Women+,2021 Counts,12200.0,10490.0,1555.0,235.0,155.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 54 years,Total - Gender,2021 Counts,14995.0,12880.0,1865.0,415.0,255.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 54 years,Men+,2021 Counts,7235.0,6255.0,870.0,190.0,110.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 54 years,Women+,2021 Counts,7765.0,6625.0,995.0,230.0,145.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 34 years,Total - Gender,2021 Counts,4600.0,4045.0,405.0,190.0,150.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 34 years,Men+,2021 Counts,2185.0,1925.0,200.0,80.0,55.0
2021,"Penticton (CA), B.C.",2021S0504913,25 to 34 years,Women+,2021 Counts,2420.0,2120.0,210.0,115.0,95.0
2021,"Penticton (CA), B.C.",2021S0504913,35 to 44 years,Total - Gender,2021 Counts,5100.0,4345.0,680.0,155.0,75.0
2021,"Penticton (CA), B.C.",2021S0504913,35 to 44 years,Men+,2021 Counts,2470.0,2095.0,325.0,80.0,45.0
2021,"Penticton (CA), B.C.",2021S0504913,35 to 44 years,Women+,2021 Counts,2625.0,2250.0,355.0,75.0,25.0
2021,"Penticton (CA), B.C.",2021S0504913,45 to 54 years,Total - Gender,2021 Counts,5290.0,4485.0,775.0,70.0,25.0
2021,"Penticton (CA), B.C.",2021S0504913,45 to 54 years,Men+,2021 Counts,2580.0,2235.0,340.0,25.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,45 to 54 years,Women+,2021 Counts,2715.0,2255.0,435.0,40.0,20.0
2021,"Penticton (CA), B.C.",2021S0504913,55 to 64 years,Total - Gender,2021 Counts,8140.0,7070.0,1050.0,15.0,25.0
2021,"Penticton (CA), B.C.",2021S0504913,55 to 64 years,Men+,2021 Counts,3705.0,3200.0,495.0,0.0,20.0
2021,"Penticton (CA), B.C.",2021S0504913,55 to 64 years,Women+,2021 Counts,4440.0,3870.0,560.0,0.0,10.0
2021,"Penticton (CA), B.C.",2021S0504913,65 years and over,Total - Gender,2021 Counts,13655.0,10710.0,2940.0,0.0,10.0
2021,"Penticton (CA), B.C.",2021S0504913,65 years and over,Men+,2021 Counts,6260.0,4985.0,1280.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,65 years and over,Women+,2021 Counts,7395.0,5725.0,1660.0,0.0,10.0
2021,"Penticton (CA), B.C.",2021S0504913,65 to 74 years,Total - Gender,2021 Counts,7550.0,6240.0,1310.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,65 to 74 years,Men+,2021 Counts,3580.0,2995.0,580.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,65 to 74 years,Women+,2021 Counts,3975.0,3245.0,725.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,75 years and over,Total - Gender,2021 Counts,6105.0,4470.0,1635.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,75 years and over,Men+,2021 Counts,2685.0,1985.0,695.0,0.0,0.0
2021,"Penticton (CA), B.C.",2021S0504913,75 years and over,Women+,2021 Counts,3420.0,2480.0,940.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,Total - Age,Total - Gender,2021 Counts,25380.0,22910.0,2360.0,170.0,105.0
2021,"Port Alberni (CA), B.C.",2021S0504940,Total - Age,Men+,2021 Counts,12490.0,11295.0,1140.0,80.0,50.0
2021,"Port Alberni (CA), B.C.",2021S0504940,Total - Age,Women+,2021 Counts,12885.0,11610.0,1225.0,95.0,50.0
2021,"Port Alberni (CA), B.C.",2021S0504940,0 to 14 years,Total - Gender,2021 Counts,3590.0,3540.0,50.0,20.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,0 to 14 years,Men+,2021 Counts,1775.0,1745.0,20.0,10.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,0 to 14 years,Women+,2021 Counts,1810.0,1790.0,25.0,10.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 years and over,Total - Gender,2021 Counts,21790.0,19370.0,2315.0,155.0,95.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 years and over,Men+,2021 Counts,10715.0,9555.0,1120.0,70.0,45.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 years and over,Women+,2021 Counts,11075.0,9820.0,1200.0,80.0,50.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 24 years,Total - Gender,2021 Counts,2290.0,2195.0,40.0,20.0,55.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 24 years,Men+,2021 Counts,1185.0,1140.0,25.0,15.0,25.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 24 years,Women+,2021 Counts,1105.0,1055.0,20.0,10.0,30.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Total - Gender,2021 Counts,1270.0,1235.0,15.0,0.0,20.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Men+,2021 Counts,650.0,630.0,0.0,0.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,15 to 19 years,Women+,2021 Counts,620.0,605.0,0.0,0.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Total - Gender,2021 Counts,1020.0,960.0,25.0,10.0,35.0
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Men+,2021 Counts,535.0,505.0,15.0,0.0,15.0
2021,"Port Alberni (CA), B.C.",2021S0504940,20 to 24 years,Women+,2021 Counts,480.0,450.0,15.0,10.0,20.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Total - Gender,2021 Counts,12745.0,11820.0,885.0,125.0,40.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Men+,2021 Counts,6200.0,5775.0,405.0,55.0,25.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 64 years,Women+,2021 Counts,6545.0,6045.0,475.0,75.0,20.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Total - Gender,2021 Counts,8455.0,7910.0,505.0,125.0,40.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Men+,2021 Counts,4100.0,3830.0,245.0,55.0,25.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 54 years,Women+,2021 Counts,4360.0,4080.0,260.0,70.0,20.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Total - Gender,2021 Counts,2705.0,2565.0,130.0,70.0,15.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Men+,2021 Counts,1305.0,1235.0,55.0,35.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,25 to 34 years,Women+,2021 Counts,1405.0,1325.0,75.0,35.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Total - Gender,2021 Counts,2805.0,2625.0,160.0,25.0,15.0
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Men+,2021 Counts,1340.0,1260.0,75.0,10.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,35 to 44 years,Women+,2021 Counts,1460.0,1370.0,80.0,20.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Total - Gender,2021 Counts,2945.0,2720.0,220.0,30.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Men+,2021 Counts,1455.0,1330.0,110.0,10.0,10.0
2021,"Port Alberni (CA), B.C.",2021S0504940,45 to 54 years,Women+,2021 Counts,1495.0,1385.0,105.0,15.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Total - Gender,2021 Counts,4290.0,3915.0,375.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Men+,2021 Counts,2105.0,1945.0,160.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,55 to 64 years,Women+,2021 Counts,2185.0,1965.0,220.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Total - Gender,2021 Counts,6750.0,5360.0,1395.0,10.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Men+,2021 Counts,3330.0,2635.0,690.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 years and over,Women+,2021 Counts,3425.0,2720.0,700.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Total - Gender,2021 Counts,3995.0,3310.0,690.0,10.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Men+,2021 Counts,1980.0,1640.0,335.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,65 to 74 years,Women+,2021 Counts,2020.0,1670.0,350.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Total - Gender,2021 Counts,2755.0,2050.0,705.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Men+,2021 Counts,1345.0,990.0,355.0,0.0,0.0
2021,"Port Alberni (CA), B.C.",2021S0504940,75 years and over,Women+,2021 Counts,1405.0,1055.0,350.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Total - Gender,2021 Counts,17465.0,15090.0,2275.0,235.0,100.0
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Men+,2021 Counts,8505.0,7495.0,970.0,105.0,45.0
2021,"Powell River (CA), B.C.",2021S0504945,Total - Age,Women+,2021 Counts,8955.0,7595.0,1305.0,130.0,60.0
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Total - Gender,2021 Counts,2220.0,2150.0,70.0,40.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Men+,2021 Counts,1165.0,1130.0,35.0,15.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,0 to 14 years,Women+,2021 Counts,1055.0,1015.0,35.0,30.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Total - Gender,2021 Counts,15240.0,12940.0,2200.0,195.0,100.0
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Men+,2021 Counts,7340.0,6370.0,935.0,90.0,45.0
2021,"Powell River (CA), B.C.",2021S0504945,15 years and over,Women+,2021 Counts,7900.0,6575.0,1265.0,105.0,60.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Total - Gender,2021 Counts,1445.0,1345.0,60.0,25.0,40.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Men+,2021 Counts,705.0,660.0,30.0,25.0,15.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 24 years,Women+,2021 Counts,735.0,685.0,25.0,0.0,30.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Total - Gender,2021 Counts,825.0,770.0,40.0,25.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Men+,2021 Counts,430.0,395.0,30.0,25.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,15 to 19 years,Women+,2021 Counts,390.0,375.0,15.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Total - Gender,2021 Counts,620.0,570.0,20.0,0.0,30.0
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Men+,2021 Counts,270.0,260.0,0.0,0.0,10.0
2021,"Powell River (CA), B.C.",2021S0504945,20 to 24 years,Women+,2021 Counts,350.0,310.0,10.0,0.0,20.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Total - Gender,2021 Counts,8480.0,7525.0,895.0,165.0,60.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Men+,2021 Counts,4065.0,3675.0,360.0,70.0,25.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 64 years,Women+,2021 Counts,4420.0,3845.0,540.0,100.0,35.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Total - Gender,2021 Counts,5355.0,4775.0,535.0,155.0,50.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Men+,2021 Counts,2595.0,2375.0,195.0,60.0,25.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 54 years,Women+,2021 Counts,2760.0,2400.0,335.0,95.0,20.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Total - Gender,2021 Counts,1505.0,1400.0,80.0,30.0,30.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Men+,2021 Counts,765.0,730.0,25.0,10.0,15.0
2021,"Powell River (CA), B.C.",2021S0504945,25 to 34 years,Women+,2021 Counts,735.0,665.0,60.0,20.0,10.0
2021,"Powell River (CA), B.C.",2021S0504945,35 to 44 years,Total - Gender,2021 Counts,1880.0,1660.0,200.0,70.0,20.0
2021,"Powell River (CA), B.C.",2021S0504945,35 to 44 years,Men+,2021 Counts,895.0,800.0,90.0,30.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,35 to 44 years,Women+,2021 Counts,985.0,865.0,115.0,40.0,15.0
2021,"Powell River (CA), B.C.",2021S0504945,45 to 54 years,Total - Gender,2021 Counts,1965.0,1715.0,250.0,55.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,45 to 54 years,Men+,2021 Counts,930.0,845.0,90.0,30.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,45 to 54 years,Women+,2021 Counts,1040.0,875.0,165.0,30.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,55 to 64 years,Total - Gender,2021 Counts,3125.0,2750.0,365.0,10.0,10.0
2021,"Powell River (CA), B.C.",2021S0504945,55 to 64 years,Men+,2021 Counts,1465.0,1305.0,160.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,55 to 64 years,Women+,2021 Counts,1660.0,1445.0,205.0,0.0,10.0
2021,"Powell River (CA), B.C.",2021S0504945,65 years and over,Total - Gender,2021 Counts,5320.0,4075.0,1245.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,65 years and over,Men+,2021 Counts,2575.0,2030.0,545.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,65 years and over,Women+,2021 Counts,2740.0,2045.0,700.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,65 to 74 years,Total - Gender,2021 Counts,3175.0,2595.0,585.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,65 to 74 years,Men+,2021 Counts,1560.0,1315.0,245.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,65 to 74 years,Women+,2021 Counts,1615.0,1275.0,340.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,75 years and over,Total - Gender,2021 Counts,2145.0,1485.0,655.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,75 years and over,Men+,2021 Counts,1015.0,715.0,300.0,0.0,0.0
2021,"Powell River (CA), B.C.",2021S0504945,75 years and over,Women+,2021 Counts,1125.0,770.0,360.0,0.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,Total - Age,Total - Gender,2021 Counts,87915.0,77685.0,8495.0,1465.0,1730.0
2021,"Prince George (CA), B.C.",2021S0504970,Total - Age,Men+,2021 Counts,43905.0,39035.0,3970.0,750.0,895.0
2021,"Prince George (CA), B.C.",2021S0504970,Total - Age,Women+,2021 Counts,44005.0,38650.0,4530.0,715.0,835.0
2021,"Prince George (CA), B.C.",2021S0504970,0 to 14 years,Total - Gender,2021 Counts,15060.0,14715.0,285.0,190.0,60.0
2021,"Prince George (CA), B.C.",2021S0504970,0 to 14 years,Men+,2021 Counts,7720.0,7535.0,160.0,120.0,25.0
2021,"Prince George (CA), B.C.",2021S0504970,0 to 14 years,Women+,2021 Counts,7340.0,7185.0,125.0,70.0,35.0
2021,"Prince George (CA), B.C.",2021S0504970,15 years and over,Total - Gender,2021 Counts,72850.0,62975.0,8215.0,1275.0,1665.0
2021,"Prince George (CA), B.C.",2021S0504970,15 years and over,Men+,2021 Counts,36185.0,31505.0,3810.0,630.0,875.0
2021,"Prince George (CA), B.C.",2021S0504970,15 years and over,Women+,2021 Counts,36670.0,31465.0,4405.0,645.0,795.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 24 years,Total - Gender,2021 Counts,10700.0,9350.0,460.0,175.0,890.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 24 years,Men+,2021 Counts,5645.0,4905.0,225.0,70.0,515.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 24 years,Women+,2021 Counts,5060.0,4450.0,240.0,100.0,370.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 19 years,Total - Gender,2021 Counts,4840.0,4595.0,165.0,35.0,80.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 19 years,Men+,2021 Counts,2590.0,2445.0,90.0,15.0,55.0
2021,"Prince George (CA), B.C.",2021S0504970,15 to 19 years,Women+,2021 Counts,2255.0,2150.0,80.0,20.0,25.0
2021,"Prince George (CA), B.C.",2021S0504970,20 to 24 years,Total - Gender,2021 Counts,5860.0,4755.0,295.0,140.0,810.0
2021,"Prince George (CA), B.C.",2021S0504970,20 to 24 years,Men+,2021 Counts,3050.0,2455.0,135.0,50.0,460.0
2021,"Prince George (CA), B.C.",2021S0504970,20 to 24 years,Women+,2021 Counts,2810.0,2300.0,160.0,85.0,345.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 64 years,Total - Gender,2021 Counts,48090.0,42300.0,5025.0,1060.0,770.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 64 years,Men+,2021 Counts,23865.0,21195.0,2320.0,535.0,355.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 64 years,Women+,2021 Counts,24225.0,21105.0,2705.0,520.0,415.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 54 years,Total - Gender,2021 Counts,35750.0,31430.0,3560.0,1015.0,755.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 54 years,Men+,2021 Counts,17835.0,15840.0,1655.0,515.0,345.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 54 years,Women+,2021 Counts,17915.0,15595.0,1905.0,495.0,415.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 34 years,Total - Gender,2021 Counts,12620.0,10970.0,1085.0,585.0,565.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 34 years,Men+,2021 Counts,6350.0,5595.0,510.0,305.0,245.0
2021,"Prince George (CA), B.C.",2021S0504970,25 to 34 years,Women+,2021 Counts,6270.0,5375.0,575.0,285.0,315.0
2021,"Prince George (CA), B.C.",2021S0504970,35 to 44 years,Total - Gender,2021 Counts,11705.0,10405.0,1165.0,325.0,135.0
2021,"Prince George (CA), B.C.",2021S0504970,35 to 44 years,Men+,2021 Counts,5820.0,5205.0,545.0,170.0,70.0
2021,"Prince George (CA), B.C.",2021S0504970,35 to 44 years,Women+,2021 Counts,5885.0,5195.0,620.0,150.0,65.0
2021,"Prince George (CA), B.C.",2021S0504970,45 to 54 years,Total - Gender,2021 Counts,11430.0,10065.0,1305.0,105.0,60.0
2021,"Prince George (CA), B.C.",2021S0504970,45 to 54 years,Men+,2021 Counts,5670.0,5035.0,600.0,45.0,30.0
2021,"Prince George (CA), B.C.",2021S0504970,45 to 54 years,Women+,2021 Counts,5765.0,5030.0,700.0,60.0,30.0
2021,"Prince George (CA), B.C.",2021S0504970,55 to 64 years,Total - Gender,2021 Counts,12340.0,10865.0,1465.0,45.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,55 to 64 years,Men+,2021 Counts,6030.0,5360.0,660.0,25.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,55 to 64 years,Women+,2021 Counts,6310.0,5505.0,805.0,25.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,65 years and over,Total - Gender,2021 Counts,14065.0,11325.0,2725.0,45.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,65 years and over,Men+,2021 Counts,6680.0,5410.0,1270.0,20.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,65 years and over,Women+,2021 Counts,7385.0,5915.0,1455.0,25.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,65 to 74 years,Total - Gender,2021 Counts,9045.0,7535.0,1500.0,40.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,65 to 74 years,Men+,2021 Counts,4385.0,3665.0,720.0,10.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,65 to 74 years,Women+,2021 Counts,4660.0,3865.0,780.0,25.0,10.0
2021,"Prince George (CA), B.C.",2021S0504970,75 years and over,Total - Gender,2021 Counts,5020.0,3785.0,1225.0,10.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,75 years and over,Men+,2021 Counts,2295.0,1740.0,555.0,10.0,0.0
2021,"Prince George (CA), B.C.",2021S0504970,75 years and over,Women+,2021 Counts,2725.0,2050.0,670.0,0.0,0.0
2021,"Prince Rupert (CA), B.C.",2021S0504955,Total - Age,Total - Gender,2021 Counts,13295.0,11380.0,1620.0,255.0,295.0
2021,"Prince Rupert (CA), B.C.",2021S0504955,Total - Age,Men+,2021 Counts,6875.0,5890.0,800.0,100.0,180.0
2021,"Prince Rupert (CA), B.C.",2021S0504955,Total - Age,Women+,2021 Counts,6425.0,5490.0,820.0,155.0,110.0
2021,"Prince Rupert (CA), B.C.",2021S0504955,0 to 14 years,Total - Gender,2021 Counts,2335.0,2275.0,55.0,35.0,10.0
