REF_DATE,GEO,DGUID,Coordinate,"Population and dwelling counts (13): Land area in square kilometres, 2021 [10]"
2021,Opaskwayak Cree Nation 21A,2021A00054621033,3107,5.72
2021,Moricetown 1,2021A00055949817,5016,5.73
2021,Turner Valley,2021A00054806009,4233,5.75
2021,Chief's Point No. 28,2021A00053541056,2308,5.76
2021,Strasbourg,2021A00054706074,3469,5.81
2021,Ville-Marie,2021A00052485025,2219,5.83
2021,Trout River,2021A00051009010,353,5.83
2021,Bella Bella 1,2021A00055945801,4748,5.83
2021,Wolseley,2021A00054705024,3381,5.84
2021,Lac La Ronge 156,2021A00054718809,4097,5.85
2021,Lac-du-Taureau,2021A00052462922,1837,5.86
2021,Tignish,2021A00051103059,437,5.87
2021,"Cartwright, Labrador",2021A00051010012,356,5.87
2021,Magrath,2021A00054803002,4167,5.88
2021,Rushoon,2021A00051002033,130,5.89
2021,Lorraine,2021A00052473025,2191,5.9
2021,Morris,2021A00054603067,2928,5.91
2021,Lumby,2021A00055937005,5082,5.93
2021,Stonewall,2021A00054614039,3007,5.96
2021,Grand Manan,2021A00051302001,638,5.96
2021,South River,2021A00051001434,80,5.97
2021,Timber Bay,2021A00054718012,4117,5.99
2021,Air Ronge,2021A00054718042,4065,6.0
2021,Colinet,2021A00051001207,21,6.01
2021,Baie-D'Urfé,2021A00052466112,1919,6.03
2021,Hunter River,2021A00051102043,461,6.04
2021,Katit 1,2021A00055945803,4754,6.04
2021,Foam Lake,2021A00054710038,3628,6.04
2021,Cross Lake 19A,2021A00054622052,3118,6.05
2021,Trenton,2021A00051212016,575,6.07
2021,Deux-Montagnes,2021A00052472010,1165,6.08
2021,Jans Bay,2021A00054718030,4089,6.09
2021,Bruce Mines,2021A00053557021,2270,6.09
2021,Kingsbury,2021A00052442070,1600,6.11
2021,Ocean Man 69H,2021A00054701817,3199,6.15
2021,Meductic,2021A00051310013,872,6.26
2021,Vulcan,2021A00054805006,4208,6.28
2021,Rexton,2021A00051308017,692,6.29
2021,Saint-Antoine,2021A00051308007,697,6.32
2021,Gallants,2021A00051004017,170,6.33
2021,Appleton,2021A00051006011,206,6.33
2021,Lewin's Cove,2021A00051002002,122,6.33
2021,St. Pauls,2021A00051009020,352,6.34
2021,Peterview,2021A00051006021,221,6.34
2021,Radium Hot Springs,2021A00055901040,4864,6.34
2021,Aylmer,2021A00053534011,2364,6.37
2021,Denare Beach,2021A00054718049,4081,6.4
2021,Killam,2021A00054807042,4252,6.4
2021,Wolfville,2021A00051207024,556,6.46
2021,Sucker Creek 23,2021A00053551041,2563,6.47
2021,Ucluelet,2021A00055923019,4595,6.48
2021,Glenburnie-Birchy Head-Shoal Brook,2021A00051009030,337,6.52
2021,Berwick,2021A00051207004,549,6.53
2021,Burns Lake,2021A00055951022,4609,6.54
2021,Woodland Cree 227,2021A00054817850,4535,6.55
2021,North Rustico,2021A00051102019,472,6.56
2021,Shelburne,2021A00053522021,2352,6.56
2021,Tisdale,2021A00054714044,3861,6.56
2021,Bittern Lake,2021A00054810012,4306,6.57
2021,Tsawwassen,2021A00055915802,4983,6.57
2021,Thornloe,2021A00053554038,2859,6.59
2021,Millet,2021A00054811011,4363,6.62
2021,Curve Lake First Nation 35,2021A00053515019,2685,6.64
2021,Wabasca 166A,2021A00054817819,4530,6.64
2021,Thurso,2021A00052480050,2044,6.65
2021,Keels,2021A00051007025,248,6.67
2021,Numukamis 1,2021A00055923809,4587,6.69
2021,Malagawatch 4,2021A00051215005,544,6.69
2021,Goulais Bay 15A,2021A00053557077,2274,6.71
2021,Gillams,2021A00051005015,189,6.72
2021,Lytton,2021A00055933015,5290,6.73
2021,Three Hills,2021A00054805048,4206,6.74
2021,Tsinstikeptum 9,2021A00055935802,4785,6.76
2021,Flower's Cove,2021A00051009024,336,6.77
2021,Pinehouse,2021A00054718065,4107,6.77
2021,Berthierville,2021A00052452035,1149,6.77
2021,Chilco Lake 1A,2021A00055941829,4708,6.79
2021,Disraeli,2021A00052431015,1619,6.8
2021,Swan River,2021A00054620048,3094,6.81
2021,Black Diamond,2021A00054806011,4214,6.82
2021,Poplar Hill,2021A00053560067,2481,6.83
2021,Aquaforte,2021A00051001144,5,6.88
2021,Rivière-Verte,2021A00051313014,733,6.91
2021,Richmond,2021A00052442098,1605,6.98
2021,Slosh 1,2021A00055931831,5200,7.0
2021,High Prairie,2021A00054817021,4499,7.01
2021,Gananoque,2021A00053507024,2538,7.01
2021,Port Alice,2021A00055943017,5052,7.03
2021,Telkwa,2021A00055951038,4642,7.04
2021,Côte-Saint-Luc,2021A00052466058,1921,7.04
2021,Bonaparte 3,2021A00055933812,5260,7.06
2021,Victoria,2021A00051103068,442,7.07
2021,Jackson's Arm,2021A00051005005,195,7.07
2021,Esquimalt,2021A00055917040,4654,7.08
2021,Grimshaw,2021A00054819074,4555,7.08
2021,Glenwood,2021A00051006012,216,7.08
2021,Pincourt,2021A00052471070,2249,7.1
2021,Boyle,2021A00054813046,4424,7.12
2021,Moosomin,2021A00054705004,3355,7.15
2021,Rogersville,2021A00051309017,766,7.19
2021,Cox's Cove,2021A00051005023,181,7.23
2021,Rothesay,2021A00051305008,717,7.26
2021,Nooaitch 10,2021A00055933808,5307,7.3
2021,Cross Lake 19E,2021A00054622067,3119,7.32
2021,Little Bay Islands,2021A00051008064,297,7.34
2021,Canora,2021A00054709032,3577,7.35
2021,Pikwakanagan (Golden Lake 39),2021A00053547037,2748,7.38
2021,Lourdes,2021A00051004037,172,7.39
2021,Senneville,2021A00052466127,1933,7.45
2021,Kuujjuarapik,2021A00052499075,1994,7.45
2021,Whycocomagh 2,2021A00051215008,546,7.48
2021,Forteau,2021A00051010005,363,7.5
2021,Chute-aux-Outardes,2021A00052496035,1775,7.51
2021,Carrot River 29A,2021A00054714845,3829,7.51
2021,Triton,2021A00051008054,317,7.54
2021,Lac-Akonapwehikan,2021A00052479904,946,7.54
2021,Mont-Royal,2021A00052466072,1927,7.55
2021,Creston 1,2021A00055903807,4769,7.55
2021,White City,2021A00054706030,3476,7.56
2021,Saint-Lambert,2021A00052458012,1750,7.56
2021,Lyacksun 3,2021A00055919813,4835,7.57
2021,Fisher River 44A,2021A00054619058,3074,7.59
2021,West St. Modeste,2021A00051010006,377,7.6
2021,Chapleau 74A,2021A00053552053,2785,7.61
2021,Trois-Pistoles,2021A00052411040,1648,7.63
2021,Raymond,2021A00054802008,4148,7.63
2021,Delson,2021A00052467025,2146,7.64
2021,Nigadoo,2021A00051315037,669,7.65
2021,Nackawic,2021A00051310054,874,7.68
2021,Daniel's Harbour,2021A00051009015,328,7.68
2021,Bird Cove,2021A00051009026,324,7.69
2021,Swan Lake 65C,2021A00054619071,3085,7.69
2021,Darlington,2021A00051102035,457,7.72
2021,L'Ancienne-Lorette,2021A00052423057,2102,7.72
2021,Port Anson,2021A00051008062,310,7.72
2021,Souris West,2021A00051101033,403,7.73
2021,Isle aux Morts,2021A00051003032,152,7.75
2021,Thunderchild First Nation 115C,2021A00054717804,4058,7.76
2021,Upper Island Cove,2021A00051001385,92,7.82
2021,East Angus,2021A00052441060,1548,7.84
2021,Five Mile Point 3,2021A00055957803,5213,7.86
2021,Linkletter,2021A00051103023,422,7.88
2021,Dore Lake,2021A00054718023,4083,7.94
2021,Scotch Creek 4,2021A00055939807,4803,7.94
2021,Pangnirtung,2021A00056204009,5463,7.98
2021,Pictou,2021A00051212004,570,7.99
2021,Communauté Atikamekw de Manawan,2021A00052462802,1828,8.03
2021,Nakusp,2021A00055903050,4771,8.04
2021,Hazelbrook,2021A00051102011,460,8.09
2021,Pointe-Fortune,2021A00052471140,2250,8.09
2021,Port Hawkesbury,2021A00051215002,545,8.1
2021,"Division No.  1, Subd. L",2021A00051001415,38,8.1
2021,Oil Springs,2021A00053538018,2512,8.14
2021,Lanigan,2021A00054711049,3701,8.14
2021,Clinton,2021A00055933028,5268,8.14
2021,Sliammon 1,2021A00055927802,5147,8.14
2021,Barrhead,2021A00054813019,4420,8.2
2021,Tofield,2021A00054810018,4329,8.21
2021,Lake Cowichan,2021A00055919016,4834,8.24
2021,Obedjiwan 28,2021A00052490804,1420,8.26
2021,Stellaquo (Stella) 1,2021A00055951807,4635,8.31
2021,Outlook,2021A00054711027,3714,8.34
2021,Saint Andrews,2021A00051302026,643,8.35
2021,Lower Hat Creek 2,2021A00055933836,5289,8.38
2021,Pikangikum 14,2021A00053560077,2480,8.39
2021,Hanna,2021A00054804011,4179,8.4
2021,Creston,2021A00055903004,4768,8.41
2021,Osoyoos,2021A00055907005,5117,8.41
2021,Little Burnt Bay,2021A00051008045,298,8.46
2021,Kerrobert,2021A00054713042,3788,8.47
2021,Sheshatshiu 3,2021A00051010802,374,8.48
2021,Chehalis 5,2021A00055909839,4878,8.5
2021,Moosehide Creek 2,2021A00056001031,5369,8.5
2021,Goderich,2021A00053540028,2440,8.54
2021,Cardston,2021A00054803004,4159,8.58
2021,Montebello,2021A00052480010,2032,8.6
2021,St. Paul,2021A00054812018,4407,8.64
2021,Niverville,2021A00054602046,2912,8.7
2021,Assabaska,2021A00053559046,2708,8.71
2021,South Brook,2021A00051008059,313,8.72
2021,Sainte-Marthe-sur-le-Lac,2021A00052472015,1172,8.73
2021,Shelburne,2021A00051201008,592,8.75
2021,Clearwater River Dene Band 223,2021A00054718829,4076,8.76
2021,Sturgeon Lake 154A,2021A00054818818,4541,8.77
2021,Bellburns,2021A00051009042,323,8.83
2021,Port Kirwan,2021A00051001140,72,8.84
2021,East Broughton,2021A00052431122,1621,8.86
2021,Lac-des-Seize-Îles,2021A00052477055,1728,8.88
2021,Drummond,2021A00051312023,828,8.88
2021,Roseau Rapids 2A,2021A00054602026,2914,8.9
2021,Sussex,2021A00051305022,722,8.9
2021,Nipawin,2021A00054714076,3844,8.93
2021,Hiawatha First Nation,2021A00053515008,2688,8.93
2021,Sherbrooke,2021A00051103018,432,8.94
2021,Perth-Andover,2021A00051312006,834,8.96
2021,Virden,2021A00054606034,2955,8.96
2021,Sainte-Anne-de-Madawaska,2021A00051313012,742,8.97
2021,"Division No.  8, Subd. I",2021A00051008026,284,8.97
2021,Tache 1,2021A00055951810,4637,8.98
2021,Stellarton,2021A00051212009,574,8.99
2021,Sandy Cove,2021A00051007039,256,8.99
2021,Upper Hat Creek 1,2021A00055933875,5343,9.01
2021,Blacks Harbour,2021A00051302012,633,9.02
2021,Gamètì,2021A00056103049,5406,9.04
2021,Kimosom Pwatinahk 203,2021A00054718852,4090,9.1
2021,Penelakut Island 7,2021A00055919809,4840,9.12
2021,Kingfisher Lake 1,2021A00053560098,2466,9.12
2021,Hustalen 1,2021A00055939802,4796,9.14
2021,Lamont,2021A00054810064,4317,9.14
2021,Valleyview,2021A00054818018,4542,9.17
2021,Beaver Ranch 163,2021A00054817841,4485,9.18
2021,Wilkie,2021A00054713069,3818,9.22
2021,Black River 9,2021A00054619054,3067,9.23
2021,Chapleau Cree Fox Lake,2021A00053552056,2787,9.25
2021,Shoal River 65B,2021A00054619040,3083,9.25
2021,Paquetville,2021A00051315020,672,9.26
2021,Bruderheim,2021A00054810066,4307,9.28
2021,Alexandria,2021A00055941882,4678,9.31
2021,Kettle Point 44,2021A00053538056,2510,9.32
2021,Sussex Corner,2021A00051305023,723,9.32
2021,Altona,2021A00054603040,2922,9.35
2021,Sainte-Catherine,2021A00052467030,2155,9.37
2021,Sawridge 150G,2021A00054817832,4518,9.4
2021,Pavilion 1,2021A00055931829,5196,9.42
2021,Johnstons River,2021A00051102015,462,9.45
2021,Gibbons,2021A00054811064,4352,9.46
2021,Burnt Islands,2021A00051003033,138,9.48
2021,Sainte-Thérèse,2021A00052473010,2194,9.48
2021,Finlay River 6,2021A00055955840,5129,9.49
2021,Hartland,2021A00051311012,620,9.5
2021,Esgenoôpetitj 14,2021A00051309044,755,9.55
2021,Thessalon 12,2021A00053557026,2297,9.57
2021,Sandringham,2021A00051007043,255,9.57
2021,Chipman,2021A00054810062,4310,9.6
2021,Happy Adventure,2021A00051007041,245,9.62
2021,Beardy's and Okemasis 96 and 97B,2021A00054715859,3880,9.63
2021,Kirkland,2021A00052466102,1925,9.65
2021,Smiths Falls,2021A00053509004,2529,9.66
2021,Saint-Pierre,2021A00052461020,1214,9.68
2021,Unity,2021A00054713074,3817,9.7
2021,St. Brendan's,2021A00051007048,257,9.76
2021,Hanover,2021A00053542029,2395,9.78
2021,Rainy Lake 17B,2021A00053559069,2723,9.81
2021,Pincher Creek,2021A00054803014,4171,9.87
2021,Cape Dorset,2021A00056204007,5455,9.89
2021,Carleton Place,2021A00053509028,2523,9.94
2021,Shippagan,2021A00051315031,680,9.96
2021,New Glasgow,2021A00051212014,569,9.96
2021,Naiscoutaing 17A,2021A00053549093,2655,10.01
2021,Muskeg Lake 102B,2021A00054716872,3979,10.02
2021,Conche,2021A00051009008,325,10.03
2021,St. Lewis,2021A00051010010,375,10.04
2021,Neskantaga,2021A00053560093,2474,10.05
2021,Woodstock,2021A00051008096,320,10.05
2021,Elliston,2021A00051007020,241,10.07
2021,Cape Broyle,2021A00051001126,16,10.09
2021,Hawkesbury,2021A00053502008,2700,10.1
2021,Warren Grove,2021A00051102070,484,10.16
2021,Langley,2021A00055915002,4964,10.18
2021,McLeod Lake 1,2021A00055953802,4946,10.23
2021,Utikoomak Lake 155A,2021A00054817827,4528,10.28
2021,Union Road,2021A00051102050,481,10.33
2021,Alexandra,2021A00051102013,447,10.35
2021,Léry,2021A00052467055,2149,10.36
2021,Grand Forks,2021A00055905032,5026,10.37
2021,Desbiens,2021A00052493005,1476,10.39
2021,Cache Creek,2021A00055933024,5262,10.4
2021,Sainte-Anne-de-Bellevue,2021A00052466117,1932,10.46
2021,Canupawakpa Dakota First Nation (Oak Lake 59),2021A00054606029,2951,10.46
2021,Gitanmaax 1,2021A00055949812,4993,10.48
2021,Claresholm,2021A00054803022,4161,10.51
2021,Oak Bay,2021A00055917030,4665,10.52
2021,South Indian Lake,2021A00054623037,3154,10.54
2021,Tofino,2021A00055923025,4593,10.56
2021,Yarmouth,2021A00051202006,600,10.57
2021,Wahnapitei 11,2021A00053553040,2390,10.59
2021,Winterton,2021A00051001332,97,10.61
2021,Fairview,2021A00054819068,4549,10.67
2021,Rosemère,2021A00052473020,2192,10.68
2021,Oxford,2021A00051211012,520,10.68
2021,Sand Point First Nation,2021A00053558074,2828,10.71
2021,Barriere,2021A00055933074,5258,10.73
2021,Invermere,2021A00055901039,4860,10.75
2021,Rainbow Lake,2021A00054817097,4517,10.76
2021,Sechelt (Part),2021A00055929803,5248,10.79
2021,Seal Cove (White Bay),2021A00051008091,312,10.79
2021,Cheslatta 1,2021A00055951818,4611,10.81
2021,Sundre,2021A00054806036,4231,10.84
2021,Cupids,2021A00051001437,26,10.86
2021,Eel Ground 2,2021A00051309035,754,10.9
2021,Moose Lake 31G,2021A00054621060,3106,10.9
2021,Gold River,2021A00055924025,5226,10.92
2021,Gitsegukla 1,2021A00055949814,4995,10.98
2021,Beaconsfield,2021A00052466107,1920,11.03
2021,Canal Flats,2021A00055901043,4848,11.07
2021,Dover,2021A00051007057,238,11.12
2021,Shuswap,2021A00055901806,4865,11.14
2021,Chippewas of Rama First Nation,2021A00053543050,2755,11.15
2021,Morinville,2021A00054811068,4364,11.15
2021,Cottlesville,2021A00051008032,275,11.15
2021,Munsee-Delaware Nation 1,2021A00053539018,2574,11.19
2021,Red Harbour,2021A00051002037,129,11.19
2021,Penhold,2021A00054808009,4283,11.2
2021,Raleigh,2021A00051009035,345,11.27
2021,Watrous,2021A00054711053,3727,11.29
2021,Nicola Lake 1,2021A00055933806,5302,11.32
2021,Golden,2021A00055939007,4795,11.33
2021,Doig River 206,2021A00055955804,5127,11.35
2021,Rimbey,2021A00054808044,4288,11.38
2021,Sandy Bay,2021A00054718058,4108,11.42
2021,Scotstown,2021A00052441080,1554,11.44
2021,Brigus,2021A00051001446,14,11.48
2021,Fossambault-sur-le-Lac,2021A00052422010,1329,11.49
2021,Notre-Dame-des-Sept-Douleurs,2021A00052412045,2121,11.53
2021,St. Felix,2021A00051103053,433,11.54
2021,Brome,2021A00052446070,1084,11.56
2021,Winsloe North,2021A00051102069,486,11.58
2021,Rosetown,2021A00054712006,3764,11.59
2021,Port Rexton,2021A00051007016,253,11.64
2021,Les Coteaux,2021A00052471033,2246,11.64
2021,Chemainus 13,2021A00055919804,4817,11.72
2021,Carstairs,2021A00054806029,4216,11.77
2021,Akwesasne (Part) 59,2021A00053501007,2774,11.81
2021,North Vancouver,2021A00055915051,4975,11.83
2021,Kanesatake,2021A00052472802,1166,11.86
2021,Irishtown-Summerside,2021A00051005030,194,11.88
2021,Crossfield,2021A00054806026,4220,11.89
2021,Richibucto,2021A00051308018,694,11.9
2021,Lake of the Woods 37,2021A00053560065,2469,11.9
2021,Nelson,2021A00055903015,4772,11.93
2021,McIvers,2021A00051005022,198,11.97
2021,Sawridge 150H,2021A00054817833,4519,11.99
2021,Ladysmith,2021A00055919021,4833,12.04
2021,Amherst,2021A00051211011,515,12.07
2021,Rocky Harbour,2021A00051009013,347,12.08
2021,Whitefish Bay 33A,2021A00053560005,2503,12.08
2021,Jackhead 43,2021A00054619061,3077,12.11
2021,Millville,2021A00051310025,873,12.14
2021,Montréal-Est,2021A00052466007,1929,12.15
2021,Indian Brook 14,2021A00051208014,538,12.15
2021,Laurier-Station,2021A00052433060,1753,12.16
2021,Wainwright,2021A00054807054,4261,12.17
2021,Lac-Santé,2021A00052462916,1835,12.21
2021,Perth,2021A00053509021,2528,12.21
2021,Midway,2021A00055905037,5033,12.23
2021,Waterloo,2021A00052447025,1327,12.23
2021,Fox Creek,2021A00054818002,4538,12.26
2021,York,2021A00051102061,487,12.27
2021,Aklavik,2021A00056101025,5388,12.29
2021,Kispiox 1,2021A00055949813,5001,12.31
2021,Dufferin,2021A00051302031,636,12.34
2021,Parson's Pond,2021A00051009017,342,12.34
2021,Meadow Lake,2021A00054717052,4038,12.37
2021,Lamèque,2021A00051315032,665,12.4
2021,Kangiqsujuaq,2021A00052499130,1987,12.41
2021,Northwest Angle 33B,2021A00053560060,2476,12.41
2021,North Wiltshire,2021A00051102020,476,12.43
2021,St. Marys,2021A00053531016,2679,12.44
2021,Carbonear,2021A00051001370,17,12.44
2021,Petrolia,2021A00053538019,2513,12.46
2021,Fassett,2021A00052480005,2026,12.52
2021,Sarnia 45,2021A00053538025,2517,12.58
2021,Alderville First Nation,2021A00053514027,2620,12.59
2021,Moravian 47,2021A00053536029,2319,12.62
2021,Estérel,2021A00052477011,1727,12.62
2021,Clarke's Beach,2021A00051001429,20,12.64
2021,Tuktoyaktuk,2021A00056101036,5395,12.66
2021,Dauphin,2021A00054617050,3038,12.67
2021,Breadalbane,2021A00051102051,450,12.67
2021,Big Hole Tract 8 (North Half),2021A00051309033,746,12.72
2021,Vermilion,2021A00054810042,4333,12.72
2021,Ingersoll,2021A00053532018,2633,12.73
2021,Sicamous,2021A00055939045,4804,12.8
2021,North Thompson 1,2021A00055933887,5308,12.8
2021,Hillsborough,2021A00051306025,610,12.81
2021,Renfrew,2021A00053547048,2749,12.81
2021,"Division No.  1, Subd. N",2021A00051001441,40,12.85
2021,Little Buffalo,2021A00054817853,4508,12.86
2021,Lake Nipigon,2021A00053558077,2811,12.89
2021,Maisonnette,2021A00051315040,667,12.91
2021,Kindersley,2021A00054713008,3789,12.91
2021,Shesheep 74A,2021A00054705807,3368,12.92
2021,Trinity (Trinity Bay),2021A00051007015,260,12.92
2021,Creighton,2021A00054718051,4078,12.92
2021,Borden-Carleton,2021A00051103005,413,12.94
2021,Lark Harbour,2021A00051005024,196,12.94
2021,Lower Similkameen 2,2021A00055907801,5105,12.98
2021,Sexsmith,2021A00054819014,4563,13.01
2021,Mont-Apica,2021A00052493902,1484,13.02
2021,Arnprior,2021A00053547002,2733,13.04
2021,Rocky Mountain House,2021A00054809015,4299,13.05
2021,Port Clements,2021A00055947030,5164,13.07
2021,Parry Sound,2021A00053549032,2658,13.1
2021,Warman,2021A00054711068,3726,13.1
2021,Blueberry River 205,2021A00055955803,5124,13.13
2021,Venise-en-Québec,2021A00052456005,1541,13.13
2021,Flin Flon (Part),2021A00054621064,3100,13.14
2021,Stettler,2021A00054807026,4259,13.19
2021,Chapleau,2021A00053552092,2784,13.2
2021,Ferryland,2021A00051001149,49,13.22
2021,Flying Dust First Nation 105F,2021A00054717832,4020,13.24
2021,Bay de Verde,2021A00051001347,11,13.24
2021,Opaskwayak Cree Nation 27A,2021A00054714846,3846,13.29
2021,Humboldt,2021A00054715008,3900,13.3
2021,Traytown,2021A00051007037,259,13.3
2021,York Landing,2021A00054622065,3137,13.32
2021,Westlock,2021A00054813031,4447,13.37
2021,Sahhaltkum 4,2021A00055933884,5316,13.41
2021,High Bar 1,2021A00055933819,5274,13.45
2021,Musgravetown,2021A00051007032,250,13.49
2021,Old Crow,2021A00056001043,5372,13.51
2021,Hampshire,2021A00051102021,459,13.52
2021,Salisbury,2021A00051307028,853,13.56
2021,Martensville,2021A00054711070,3708,13.56
2021,Coaldale,2021A00054802019,4138,13.58
2021,Witchekan Lake 117D,2021A00054716882,4006,13.62
2021,Bridgewater,2021A00051206004,558,13.63
2021,105 Mile Post 2,2021A00055933845,5255,13.65
2021,Deer Lake,2021A00053560070,2452,13.65
2021,St. Stephen,2021A00051302037,651,13.72
2021,Pointe-Verte,2021A00051315013,674,13.76
2021,Port McNeill,2021A00055943012,5054,13.77
2021,Harbour Breton,2021A00051003008,150,13.82
2021,Bathurst Inlet,2021A00056208065,5436,13.84
2021,Old Fort 217,2021A00054816849,4480,13.87
2021,York Harbour,2021A00051005035,204,13.88
2021,Destruction Bay,2021A00056001049,5358,13.9
2021,Vegreville,2021A00054810028,4332,14.08
2021,Morrisville,2021A00051003020,154,14.09
2021,Ilford,2021A00054622064,3124,14.09
2021,Shoal Lake 28A,2021A00054714839,3855,14.13
2021,Old Perlican,2021A00051001343,67,14.14
2021,Red Earth 29,2021A00054714840,3852,14.15
2021,Bonnyville,2021A00054812009,4388,14.17
2021,McAdam,2021A00051310006,870,14.19
2021,Rainy Lake 17A,2021A00053559068,2722,14.22
2021,Westville,2021A00051212008,576,14.24
2021,Kippens,2021A00051004020,171,14.24
2021,Devon,2021A00054811018,4346,14.26
2021,Slave Lake,2021A00054817029,4520,14.31
2021,Pembroke,2021A00053547064,2746,14.32
2021,View Royal,2021A00055917047,4675,14.33
2021,Mashteuiatsh,2021A00052491802,1499,14.43
2021,Pacquet,2021A00051008078,306,14.44
2021,Chippewas of Georgina Island First Nation,2021A00053519076,2883,14.47
2021,Horse Lakes 152B,2021A00054819815,4556,14.47
2021,Wabana,2021A00051001494,94,14.49
2021,Upper Hay River 212,2021A00054817849,4526,14.49
2021,Parksville,2021A00055921018,5073,14.52
2021,Windsor,2021A00052442088,1615,14.53
2021,Botwood,2021A00051006022,209,14.56
2021,Wekweètì,2021A00056103052,5408,14.71
2021,Beauval,2021A00054718033,4067,14.72
2021,Melfort,2021A00054714051,3840,14.73
2021,Melville,2021A00054705074,3353,14.78
2021,Wahpaton 94A,2021A00054715848,3938,14.79
2021,Olds,2021A00054806034,4229,14.92
2021,Minnedosa,2021A00054615075,3018,14.95
2021,Woodstock,2021A00051311006,630,14.96
2021,Dollard-Des Ormeaux,2021A00052466142,1922,14.98
2021,Salluit,2021A00052499135,2007,15.08
2021,Dolphin Island 1,2021A00055947807,5154,15.09
2021,Fernie,2021A00055901012,4859,15.11
2021,Terrenceville,2021A00051002036,133,15.12
2021,Dalhousie,2021A00051314017,795,15.12
2021,Big Hole Tract 8 (South Half),2021A00051309034,747,15.14
2021,Baytona,2021A00051008040,264,15.15
2021,Orangeville,2021A00053522014,2351,15.16
2021,Bella Coola 1,2021A00055945802,4749,15.22
2021,Smithers,2021A00055951043,4633,15.26
2021,"Division No. 18, Unorganized, West Part",2021A00054618093,3054,15.27
2021,Saint-Cléophas-de-Brandon,2021A00052452075,1155,15.34
2021,Cumberland House Cree Nation 20,2021A00054718801,4080,15.35
2021,Biggar,2021A00054712046,3739,15.37
2021,Richibucto 15,2021A00051308015,695,15.38
2021,Summer Beaver,2021A00053560086,2493,15.39
2021,Rankin Location 15D,2021A00053557075,2288,15.39
2021,La Loche,2021A00054718074,4093,15.47
2021,Stone 1,2021A00055941841,4733,15.48
2021,Pukatawagan 198,2021A00054623064,3152,15.51
2021,Cowichan Valley D,2021A00055919013,4823,15.53
2021,Carcross,2021A00056001048,5353,15.56
2021,New Westminster,2021A00055915029,4973,15.62
2021,Mount Pearl,2021A00051001542,63,15.65
2021,Deep Creek 2,2021A00055941805,4710,15.67
2021,Mount Moriah,2021A00051005033,200,15.71
2021,Seine River 23A,2021A00053559066,2729,15.72
2021,Bloodvein 12,2021A00054619052,3068,15.73
2021,Florenceville-Bristol,2021A00051311027,619,15.74
2021,Canoe Creek 2,2021A00055933821,5264,15.76
2021,Sainte-Marie-Saint-Raphaël,2021A00051315033,678,15.84
2021,Rivière-Patapédia-Est,2021A00052407906,1360,15.85
2021,Salvage,2021A00051007046,254,15.85
2021,Clyde River,2021A00051102037,452,15.93
2021,Summerford,2021A00051008033,315,16.04
2021,Bauline,2021A00051001512,8,16.05
2021,St. Bernard's-Jacques Fontaine,2021A00051002041,131,16.08
2021,Red Bank 4,2021A00051309023,763,16.09
2021,Peachland,2021A00055935018,4783,16.1
2021,Cumberland House,2021A00054718005,4079,16.11
2021,Didsbury,2021A00054806032,4221,16.12
2021,Salmon River 1,2021A00055939806,4802,16.13
2021,Redcliff,2021A00054801018,4132,16.15
2021,St. George,2021A00051302018,650,16.17
2021,Branch,2021A00051001219,13,16.18
2021,Morden,2021A00054603053,2926,16.29
2021,Hall Beach,2021A00056204011,5458,16.36
2021,Hole or Hollow Water 10,2021A00054619053,3076,16.39
2021,Kitimat-Stikine E,2021A00055949018,5010,16.49
2021,Clear Hills 152C,2021A00054817825,4492,16.53
2021,Williams Lake 1,2021A00055941812,4745,16.55
2021,Blackfalds,2021A00054808029,4268,16.58
2021,Buffalo Point 36,2021A00054601070,2895,16.6
2021,Seabird Island,2021A00055909832,4914,16.61
2021,Thompson,2021A00054622026,3135,16.62
2021,Samiajij Miawpukek,2021A00051003801,159,16.7
2021,La Ronge,2021A00054718041,4095,16.71
2021,Lawrenceville,2021A00052442045,1601,16.73
2021,"Division No.  1, Subd. R",2021A00051001490,42,16.82
2021,Grand Bank,2021A00051002019,118,16.82
2021,Comox,2021A00055926005,4808,16.87
2021,Taylor,2021A00055955030,5141,16.92
2021,Stanley,2021A00051310037,883,16.93
2021,Port au Port West-Aguathuna-Felix Cove,2021A00051004042,174,16.97
2021,Chopaka 7 & 8,2021A00055907805,5102,16.98
2021,Logy Bay-Middle Cove-Outer Cove,2021A00051001511,60,16.99
2021,Heart's Desire,2021A00051001316,58,17.02
2021,Kentville,2021A00051207012,551,17.08
2021,Allison Bay 219,2021A00054816850,4473,17.09
2021,Neepawa,2021A00054615020,3020,17.09
2021,Quaaout 1,2021A00055939805,4799,17.1
2021,Cat Lake 63C,2021A00053560054,2451,17.11
2021,Petitcodiac,2021A00051307029,848,17.18
2021,North River,2021A00051102072,471,17.19
2021,Ponoka,2021A00054808039,4284,17.22
2021,Mingan,2021A00052498808,1881,17.24
2021,Nelson House 170,2021A00054622059,3128,17.25
2021,Candiac,2021A00052467020,2144,17.27
2021,Cow Head,2021A00051009016,327,17.27
2021,St. Lunaire-Griquet,2021A00051009032,351,17.29
2021,Saint-Marc-des-Carrières,2021A00052434065,2096,17.29
2021,Canim Lake 1,2021A00055941802,4690,17.3
2021,Eden Valley 216,2021A00054806803,4222,17.32
2021,Lac des Mille Lacs 22A1,2021A00053558100,2809,17.32
