DGUID,GEO_LEVEL,CENSUS_YEAR,GEO_NAME,TOTAL_GENDER (1),CHARACTERISTIC_NAME,AGE
2021A00053524001,Census subdivision,2021,Oakville,38430,  0 to 14 years,Total - Age
2021A00053524001,Census subdivision,2021,Oakville,141515,  15 to 64 years,Total - Age
2021A00053524001,Census subdivision,2021,Oakville,32110,  65 years and over,Total - Age
2021A00053524002,Census subdivision,2021,Burlington,29880,  0 to 14 years,Total - Age
2021A00053524002,Census subdivision,2021,Burlington,117430,  15 to 64 years,Total - Age
2021A00053524002,Census subdivision,2021,Burlington,36645,  65 years and over,Total - Age
2021A00053524009,Census subdivision,2021,Milton,31970,  0 to 14 years,Total - Age
2021A00053524009,Census subdivision,2021,Milton,86640,  15 to 64 years,Total - Age
2021A00053524009,Census subdivision,2021,Milton,12825,  65 years and over,Total - Age
2021A00053524015,Census subdivision,2021,Halton Hills,10710,  0 to 14 years,Total - Age
2021A00053524015,Census subdivision,2021,Halton Hills,42530,  15 to 64 years,Total - Age
2021A00053524015,Census subdivision,2021,Halton Hills,9085,  65 years and over,Total - Age
2021A00053525005,Census subdivision,2021,Hamilton,91120,  0 to 14 years,Total - Age
2021A00053525005,Census subdivision,2021,Hamilton,371225,  15 to 64 years,Total - Age
2021A00053525005,Census subdivision,2021,Hamilton,98575,  65 years and over,Total - Age
2021A00053526003,Census subdivision,2021,Fort Erie,4400,  0 to 14 years,Total - Age
2021A00053526003,Census subdivision,2021,Fort Erie,19415,  15 to 64 years,Total - Age
2021A00053526003,Census subdivision,2021,Fort Erie,8675,  65 years and over,Total - Age
2021A00053526011,Census subdivision,2021,Port Colborne,2630,  0 to 14 years,Total - Age
2021A00053526011,Census subdivision,2021,Port Colborne,11895,  15 to 64 years,Total - Age
2021A00053526011,Census subdivision,2021,Port Colborne,4880,  65 years and over,Total - Age
2021A00053526021,Census subdivision,2021,West Lincoln,3115,  0 to 14 years,Total - Age
2021A00053526021,Census subdivision,2021,West Lincoln,9605,  15 to 64 years,Total - Age
2021A00053526021,Census subdivision,2021,West Lincoln,2685,  65 years and over,Total - Age
2021A00053526028,Census subdivision,2021,Pelham,2715,  0 to 14 years,Total - Age
2021A00053526028,Census subdivision,2021,Pelham,10445,  15 to 64 years,Total - Age
2021A00053526028,Census subdivision,2021,Pelham,4640,  65 years and over,Total - Age
2021A00053526032,Census subdivision,2021,Welland,8310,  0 to 14 years,Total - Age
2021A00053526032,Census subdivision,2021,Welland,34450,  15 to 64 years,Total - Age
2021A00053526032,Census subdivision,2021,Welland,12220,  65 years and over,Total - Age
2021A00053526037,Census subdivision,2021,Thorold,4015,  0 to 14 years,Total - Age
2021A00053526037,Census subdivision,2021,Thorold,15840,  15 to 64 years,Total - Age
2021A00053526037,Census subdivision,2021,Thorold,3680,  65 years and over,Total - Age
2021A00053526043,Census subdivision,2021,Niagara Falls,13855,  0 to 14 years,Total - Age
2021A00053526043,Census subdivision,2021,Niagara Falls,59370,  15 to 64 years,Total - Age
2021A00053526043,Census subdivision,2021,Niagara Falls,19445,  65 years and over,Total - Age
2021A00053526047,Census subdivision,2021,Niagara-on-the-Lake,2095,  0 to 14 years,Total - Age
2021A00053526047,Census subdivision,2021,Niagara-on-the-Lake,9835,  15 to 64 years,Total - Age
2021A00053526047,Census subdivision,2021,Niagara-on-the-Lake,6535,  65 years and over,Total - Age
2021A00053526053,Census subdivision,2021,St. Catharines,19330,  0 to 14 years,Total - Age
2021A00053526053,Census subdivision,2021,St. Catharines,85055,  15 to 64 years,Total - Age
2021A00053526053,Census subdivision,2021,St. Catharines,29950,  65 years and over,Total - Age
2021A00053526057,Census subdivision,2021,Lincoln,4265,  0 to 14 years,Total - Age
2021A00053526057,Census subdivision,2021,Lincoln,15370,  15 to 64 years,Total - Age
2021A00053526057,Census subdivision,2021,Lincoln,5310,  65 years and over,Total - Age
2021A00053526065,Census subdivision,2021,Grimsby,4675,  0 to 14 years,Total - Age
2021A00053526065,Census subdivision,2021,Grimsby,18000,  15 to 64 years,Total - Age
2021A00053526065,Census subdivision,2021,Grimsby,5895,  65 years and over,Total - Age
2021A00053528018,Census subdivision,2021,Haldimand County,8625,  0 to 14 years,Total - Age
2021A00053528018,Census subdivision,2021,Haldimand County,30320,  15 to 64 years,Total - Age
2021A00053528018,Census subdivision,2021,Haldimand County,9620,  65 years and over,Total - Age
2021A00053528052,Census subdivision,2021,Norfolk County,10245,  0 to 14 years,Total - Age
2021A00053528052,Census subdivision,2021,Norfolk County,39230,  15 to 64 years,Total - Age
2021A00053528052,Census subdivision,2021,Norfolk County,16755,  65 years and over,Total - Age
2021A00053529005,Census subdivision,2021,Brant,6665,  0 to 14 years,Total - Age
2021A00053529005,Census subdivision,2021,Brant,24560,  15 to 64 years,Total - Age
2021A00053529005,Census subdivision,2021,Brant,7475,  65 years and over,Total - Age
2021A00053529006,Census subdivision,2021,Brantford,17980,  0 to 14 years,Total - Age
2021A00053529006,Census subdivision,2021,Brantford,66515,  15 to 64 years,Total - Age
2021A00053529006,Census subdivision,2021,Brantford,18705,  65 years and over,Total - Age
2021A00053530004,Census subdivision,2021,North Dumfries,1940,  0 to 14 years,Total - Age
2021A00053530004,Census subdivision,2021,North Dumfries,6865,  15 to 64 years,Total - Age
2021A00053530004,Census subdivision,2021,North Dumfries,1755,  65 years and over,Total - Age
2021A00053530010,Census subdivision,2021,Cambridge,24465,  0 to 14 years,Total - Age
2021A00053530010,Census subdivision,2021,Cambridge,91550,  15 to 64 years,Total - Age
2021A00053530010,Census subdivision,2021,Cambridge,21105,  65 years and over,Total - Age
2021A00053530013,Census subdivision,2021,Kitchener,44865,  0 to 14 years,Total - Age
2021A00053530013,Census subdivision,2021,Kitchener,173310,  15 to 64 years,Total - Age
2021A00053530013,Census subdivision,2021,Kitchener,35970,  65 years and over,Total - Age
2021A00053530016,Census subdivision,2021,Waterloo,17570,  0 to 14 years,Total - Age
2021A00053530016,Census subdivision,2021,Waterloo,83880,  15 to 64 years,Total - Age
2021A00053530016,Census subdivision,2021,Waterloo,16940,  65 years and over,Total - Age
2021A00053530020,Census subdivision,2021,Wilmot,4020,  0 to 14 years,Total - Age
2021A00053530020,Census subdivision,2021,Wilmot,12820,  15 to 64 years,Total - Age
2021A00053530020,Census subdivision,2021,Wilmot,4405,  65 years and over,Total - Age
2021A00053530027,Census subdivision,2021,Wellesley,2775,  0 to 14 years,Total - Age
2021A00053530027,Census subdivision,2021,Wellesley,6950,  15 to 64 years,Total - Age
2021A00053530027,Census subdivision,2021,Wellesley,1585,  65 years and over,Total - Age
2021A00053530035,Census subdivision,2021,Woolwich,5605,  0 to 14 years,Total - Age
2021A00053530035,Census subdivision,2021,Woolwich,16555,  15 to 64 years,Total - Age
2021A00053530035,Census subdivision,2021,Woolwich,4450,  65 years and over,Total - Age
2021A00053531011,Census subdivision,2021,Stratford,4765,  0 to 14 years,Total - Age
2021A00053531011,Census subdivision,2021,Stratford,20340,  15 to 64 years,Total - Age
2021A00053531011,Census subdivision,2021,Stratford,7380,  65 years and over,Total - Age
2021A00053531030,Census subdivision,2021,Perth East,2915,  0 to 14 years,Total - Age
2021A00053531030,Census subdivision,2021,Perth East,7655,  15 to 64 years,Total - Age
2021A00053531030,Census subdivision,2021,Perth East,1820,  65 years and over,Total - Age
2021A00053531040,Census subdivision,2021,North Perth,3280,  0 to 14 years,Total - Age
2021A00053531040,Census subdivision,2021,North Perth,9335,  15 to 64 years,Total - Age
2021A00053531040,Census subdivision,2021,North Perth,2795,  65 years and over,Total - Age
2021A00053532002,Census subdivision,2021,Norwich,2640,  0 to 14 years,Total - Age
2021A00053532002,Census subdivision,2021,Norwich,6780,  15 to 64 years,Total - Age
2021A00053532002,Census subdivision,2021,Norwich,1690,  65 years and over,Total - Age
2021A00053532004,Census subdivision,2021,Tillsonburg,2630,  0 to 14 years,Total - Age
2021A00053532004,Census subdivision,2021,Tillsonburg,10470,  15 to 64 years,Total - Age
2021A00053532004,Census subdivision,2021,Tillsonburg,5195,  65 years and over,Total - Age
2021A00053532018,Census subdivision,2021,Ingersoll,2495,  0 to 14 years,Total - Age
2021A00053532018,Census subdivision,2021,Ingersoll,8825,  15 to 64 years,Total - Age
2021A00053532018,Census subdivision,2021,Ingersoll,2215,  65 years and over,Total - Age
2021A00053532042,Census subdivision,2021,Woodstock,8225,  0 to 14 years,Total - Age
2021A00053532042,Census subdivision,2021,Woodstock,29155,  15 to 64 years,Total - Age
2021A00053532042,Census subdivision,2021,Woodstock,8570,  65 years and over,Total - Age
2021A00053534020,Census subdivision,2021,Central Elgin,1995,  0 to 14 years,Total - Age
2021A00053534020,Census subdivision,2021,Central Elgin,8515,  15 to 64 years,Total - Age
2021A00053534020,Census subdivision,2021,Central Elgin,3100,  65 years and over,Total - Age
2021A00053534021,Census subdivision,2021,St. Thomas,7135,  0 to 14 years,Total - Age
2021A00053534021,Census subdivision,2021,St. Thomas,26350,  15 to 64 years,Total - Age
2021A00053534021,Census subdivision,2021,St. Thomas,8620,  65 years and over,Total - Age
2021A00053536020,Census subdivision,2021,Chatham-Kent,16545,  0 to 14 years,Total - Age
2021A00053536020,Census subdivision,2021,Chatham-Kent,62215,  15 to 64 years,Total - Age
2021A00053536020,Census subdivision,2021,Chatham-Kent,23010,  65 years and over,Total - Age
2021A00053537003,Census subdivision,2021,Leamington,5190,  0 to 14 years,Total - Age
2021A00053537003,Census subdivision,2021,Leamington,17690,  15 to 64 years,Total - Age
2021A00053537003,Census subdivision,2021,Leamington,5295,  65 years and over,Total - Age
2021A00053537013,Census subdivision,2021,Kingsville,3570,  0 to 14 years,Total - Age
2021A00053537013,Census subdivision,2021,Kingsville,12950,  15 to 64 years,Total - Age
2021A00053537013,Census subdivision,2021,Kingsville,4665,  65 years and over,Total - Age
2021A00053537016,Census subdivision,2021,Essex,3230,  0 to 14 years,Total - Age
2021A00053537016,Census subdivision,2021,Essex,13095,  15 to 64 years,Total - Age
2021A00053537016,Census subdivision,2021,Essex,4335,  65 years and over,Total - Age
2021A00053537028,Census subdivision,2021,Amherstburg,3730,  0 to 14 years,Total - Age
2021A00053537028,Census subdivision,2021,Amherstburg,14750,  15 to 64 years,Total - Age
2021A00053537028,Census subdivision,2021,Amherstburg,4820,  65 years and over,Total - Age
2021A00053537034,Census subdivision,2021,LaSalle,5515,  0 to 14 years,Total - Age
2021A00053537034,Census subdivision,2021,LaSalle,21130,  15 to 64 years,Total - Age
2021A00053537034,Census subdivision,2021,LaSalle,5835,  65 years and over,Total - Age
2021A00053537039,Census subdivision,2021,Windsor,36595,  0 to 14 years,Total - Age
2021A00053537039,Census subdivision,2021,Windsor,149270,  15 to 64 years,Total - Age
2021A00053537039,Census subdivision,2021,Windsor,40595,  65 years and over,Total - Age
2021A00053537048,Census subdivision,2021,Tecumseh,3575,  0 to 14 years,Total - Age
2021A00053537048,Census subdivision,2021,Tecumseh,14315,  15 to 64 years,Total - Age
2021A00053537048,Census subdivision,2021,Tecumseh,5120,  65 years and over,Total - Age
2021A00053537064,Census subdivision,2021,Lakeshore,7330,  0 to 14 years,Total - Age
2021A00053537064,Census subdivision,2021,Lakeshore,26305,  15 to 64 years,Total - Age
2021A00053537064,Census subdivision,2021,Lakeshore,6595,  65 years and over,Total - Age
2021A00053538003,Census subdivision,2021,St. Clair,2480,  0 to 14 years,Total - Age
2021A00053538003,Census subdivision,2021,St. Clair,8850,  15 to 64 years,Total - Age
2021A00053538003,Census subdivision,2021,St. Clair,3310,  65 years and over,Total - Age
2021A00053538030,Census subdivision,2021,Sarnia,10560,  0 to 14 years,Total - Age
2021A00053538030,Census subdivision,2021,Sarnia,43555,  15 to 64 years,Total - Age
2021A00053538030,Census subdivision,2021,Sarnia,16820,  65 years and over,Total - Age
2021A00053538040,Census subdivision,2021,Lambton Shores,1455,  0 to 14 years,Total - Age
2021A00053538040,Census subdivision,2021,Lambton Shores,6385,  15 to 64 years,Total - Age
2021A00053538040,Census subdivision,2021,Lambton Shores,3705,  65 years and over,Total - Age
2021A00053539015,Census subdivision,2021,Strathroy-Caradoc,4000,  0 to 14 years,Total - Age
2021A00053539015,Census subdivision,2021,Strathroy-Caradoc,14670,  15 to 64 years,Total - Age
2021A00053539015,Census subdivision,2021,Strathroy-Caradoc,4880,  65 years and over,Total - Age
2021A00053539027,Census subdivision,2021,Thames Centre,2400,  0 to 14 years,Total - Age
2021A00053539027,Census subdivision,2021,Thames Centre,8820,  15 to 64 years,Total - Age
2021A00053539027,Census subdivision,2021,Thames Centre,2635,  65 years and over,Total - Age
2021A00053539033,Census subdivision,2021,Middlesex Centre,3645,  0 to 14 years,Total - Age
2021A00053539033,Census subdivision,2021,Middlesex Centre,11640,  15 to 64 years,Total - Age
2021A00053539033,Census subdivision,2021,Middlesex Centre,3450,  65 years and over,Total - Age
2021A00053539036,Census subdivision,2021,London,68935,  0 to 14 years,Total - Age
2021A00053539036,Census subdivision,2021,London,276515,  15 to 64 years,Total - Age
2021A00053539036,Census subdivision,2021,London,70815,  65 years and over,Total - Age
2021A00053540005,Census subdivision,2021,South Huron,1515,  0 to 14 years,Total - Age
2021A00053540005,Census subdivision,2021,South Huron,5540,  15 to 64 years,Total - Age
2021A00053540005,Census subdivision,2021,South Huron,2800,  65 years and over,Total - Age
2021A00053541024,Census subdivision,2021,Kincardine,2150,  0 to 14 years,Total - Age
2021A00053541024,Census subdivision,2021,Kincardine,7170,  15 to 64 years,Total - Age
2021A00053541024,Census subdivision,2021,Kincardine,2745,  65 years and over,Total - Age
2021A00053541045,Census subdivision,2021,Saugeen Shores,2530,  0 to 14 years,Total - Age
2021A00053541045,Census subdivision,2021,Saugeen Shores,9165,  15 to 64 years,Total - Age
2021A00053541045,Census subdivision,2021,Saugeen Shores,3950,  65 years and over,Total - Age
2021A00053542004,Census subdivision,2021,West Grey,2070,  0 to 14 years,Total - Age
2021A00053542004,Census subdivision,2021,West Grey,7715,  15 to 64 years,Total - Age
2021A00053542004,Census subdivision,2021,West Grey,3210,  65 years and over,Total - Age
2021A00053542015,Census subdivision,2021,Grey Highlands,1830,  0 to 14 years,Total - Age
2021A00053542015,Census subdivision,2021,Grey Highlands,6120,  15 to 64 years,Total - Age
2021A00053542015,Census subdivision,2021,Grey Highlands,2385,  65 years and over,Total - Age
2021A00053542047,Census subdivision,2021,Meaford,1510,  0 to 14 years,Total - Age
2021A00053542047,Census subdivision,2021,Meaford,6260,  15 to 64 years,Total - Age
2021A00053542047,Census subdivision,2021,Meaford,3540,  65 years and over,Total - Age
2021A00053542053,Census subdivision,2021,Georgian Bluffs,1580,  0 to 14 years,Total - Age
2021A00053542053,Census subdivision,2021,Georgian Bluffs,6570,  15 to 64 years,Total - Age
2021A00053542053,Census subdivision,2021,Georgian Bluffs,2900,  65 years and over,Total - Age
2021A00053542059,Census subdivision,2021,Owen Sound,3085,  0 to 14 years,Total - Age
2021A00053542059,Census subdivision,2021,Owen Sound,12580,  15 to 64 years,Total - Age
2021A00053542059,Census subdivision,2021,Owen Sound,5160,  65 years and over,Total - Age
2021A00053543003,Census subdivision,2021,Adjala-Tosorontio,1695,  0 to 14 years,Total - Age
2021A00053543003,Census subdivision,2021,Adjala-Tosorontio,7345,  15 to 64 years,Total - Age
2021A00053543003,Census subdivision,2021,Adjala-Tosorontio,1915,  65 years and over,Total - Age
2021A00053543005,Census subdivision,2021,Clearview,2360,  0 to 14 years,Total - Age
2021A00053543005,Census subdivision,2021,Clearview,9470,  15 to 64 years,Total - Age
2021A00053543005,Census subdivision,2021,Clearview,2785,  65 years and over,Total - Age
2021A00053543007,Census subdivision,2021,New Tecumseth,8370,  0 to 14 years,Total - Age
2021A00053543007,Census subdivision,2021,New Tecumseth,27595,  15 to 64 years,Total - Age
2021A00053543007,Census subdivision,2021,New Tecumseth,7500,  65 years and over,Total - Age
2021A00053543009,Census subdivision,2021,Springwater,3900,  0 to 14 years,Total - Age
2021A00053543009,Census subdivision,2021,Springwater,14130,  15 to 64 years,Total - Age
2021A00053543009,Census subdivision,2021,Springwater,3530,  65 years and over,Total - Age
2021A00053543014,Census subdivision,2021,Bradford West Gwillimbury,9185,  0 to 14 years,Total - Age
2021A00053543014,Census subdivision,2021,Bradford West Gwillimbury,28090,  15 to 64 years,Total - Age
2021A00053543014,Census subdivision,2021,Bradford West Gwillimbury,5060,  65 years and over,Total - Age
2021A00053543015,Census subdivision,2021,Severn,2085,  0 to 14 years,Total - Age
2021A00053543015,Census subdivision,2021,Severn,9025,  15 to 64 years,Total - Age
2021A00053543015,Census subdivision,2021,Severn,3400,  65 years and over,Total - Age
2021A00053543017,Census subdivision,2021,Innisfil,7550,  0 to 14 years,Total - Age
2021A00053543017,Census subdivision,2021,Innisfil,28475,  15 to 64 years,Total - Age
2021A00053543017,Census subdivision,2021,Innisfil,7180,  65 years and over,Total - Age
2021A00053543019,Census subdivision,2021,Ramara,1185,  0 to 14 years,Total - Age
2021A00053543019,Census subdivision,2021,Ramara,6295,  15 to 64 years,Total - Age
2021A00053543019,Census subdivision,2021,Ramara,2875,  65 years and over,Total - Age
2021A00053543021,Census subdivision,2021,Essa,4620,  0 to 14 years,Total - Age
2021A00053543021,Census subdivision,2021,Essa,15440,  15 to 64 years,Total - Age
2021A00053543021,Census subdivision,2021,Essa,2725,  65 years and over,Total - Age
2021A00053543023,Census subdivision,2021,Oro-Medonte,3550,  0 to 14 years,Total - Age
2021A00053543023,Census subdivision,2021,Oro-Medonte,14485,  15 to 64 years,Total - Age
2021A00053543023,Census subdivision,2021,Oro-Medonte,4920,  65 years and over,Total - Age
2021A00053543031,Census subdivision,2021,Collingwood,3295,  0 to 14 years,Total - Age
2021A00053543031,Census subdivision,2021,Collingwood,13980,  15 to 64 years,Total - Age
2021A00053543031,Census subdivision,2021,Collingwood,7000,  65 years and over,Total - Age
2021A00053543042,Census subdivision,2021,Barrie,24695,  0 to 14 years,Total - Age
2021A00053543042,Census subdivision,2021,Barrie,99030,  15 to 64 years,Total - Age
2021A00053543042,Census subdivision,2021,Barrie,21660,  65 years and over,Total - Age
2021A00053543052,Census subdivision,2021,Orillia,4640,  0 to 14 years,Total - Age
2021A00053543052,Census subdivision,2021,Orillia,19835,  15 to 64 years,Total - Age
2021A00053543052,Census subdivision,2021,Orillia,7795,  65 years and over,Total - Age
2021A00053543064,Census subdivision,2021,Wasaga Beach,2900,  0 to 14 years,Total - Age
2021A00053543064,Census subdivision,2021,Wasaga Beach,13195,  15 to 64 years,Total - Age
2021A00053543064,Census subdivision,2021,Wasaga Beach,8490,  65 years and over,Total - Age
2021A00053543068,Census subdivision,2021,Tiny,1550,  0 to 14 years,Total - Age
2021A00053543068,Census subdivision,2021,Tiny,7495,  15 to 64 years,Total - Age
2021A00053543068,Census subdivision,2021,Tiny,3730,  65 years and over,Total - Age
2021A00053543071,Census subdivision,2021,Tay,1550,  0 to 14 years,Total - Age
2021A00053543071,Census subdivision,2021,Tay,6865,  15 to 64 years,Total - Age
2021A00053543071,Census subdivision,2021,Tay,2575,  65 years and over,Total - Age
2021A00053543072,Census subdivision,2021,Penetanguishene,1105,  0 to 14 years,Total - Age
2021A00053543072,Census subdivision,2021,Penetanguishene,5370,  15 to 64 years,Total - Age
2021A00053543072,Census subdivision,2021,Penetanguishene,2495,  65 years and over,Total - Age
2021A00053543074,Census subdivision,2021,Midland,2375,  0 to 14 years,Total - Age
2021A00053543074,Census subdivision,2021,Midland,10395,  15 to 64 years,Total - Age
2021A00053543074,Census subdivision,2021,Midland,4625,  65 years and over,Total - Age
2021A00053544002,Census subdivision,2021,Gravenhurst,1500,  0 to 14 years,Total - Age
2021A00053544002,Census subdivision,2021,Gravenhurst,7090,  15 to 64 years,Total - Age
2021A00053544002,Census subdivision,2021,Gravenhurst,3545,  65 years and over,Total - Age
2021A00053544018,Census subdivision,2021,Bracebridge,2310,  0 to 14 years,Total - Age
2021A00053544018,Census subdivision,2021,Bracebridge,10030,  15 to 64 years,Total - Age
2021A00053544018,Census subdivision,2021,Bracebridge,4425,  65 years and over,Total - Age
2021A00053544042,Census subdivision,2021,Huntsville,2865,  0 to 14 years,Total - Age
2021A00053544042,Census subdivision,2021,Huntsville,12915,  15 to 64 years,Total - Age
2021A00053544042,Census subdivision,2021,Huntsville,4950,  65 years and over,Total - Age
2021A00053547064,Census subdivision,2021,Pembroke,2025,  0 to 14 years,Total - Age
2021A00053547064,Census subdivision,2021,Pembroke,8435,  15 to 64 years,Total - Age
2021A00053547064,Census subdivision,2021,Pembroke,3170,  65 years and over,Total - Age
2021A00053547076,Census subdivision,2021,Petawawa,3920,  0 to 14 years,Total - Age
2021A00053547076,Census subdivision,2021,Petawawa,11660,  15 to 64 years,Total - Age
2021A00053547076,Census subdivision,2021,Petawawa,1710,  65 years and over,Total - Age
2021A00053548044,Census subdivision,2021,North Bay,7575,  0 to 14 years,Total - Age
2021A00053548044,Census subdivision,2021,North Bay,32985,  15 to 64 years,Total - Age
2021A00053548044,Census subdivision,2021,North Bay,10900,  65 years and over,Total - Age
2021A00053548055,Census subdivision,2021,West Nipissing / Nipissing Ouest,2085,  0 to 14 years,Total - Age
2021A00053548055,Census subdivision,2021,West Nipissing / Nipissing Ouest,8525,  15 to 64 years,Total - Age
2021A00053548055,Census subdivision,2021,West Nipissing / Nipissing Ouest,3650,  65 years and over,Total - Age
2021A00053553005,Census subdivision,2021,Greater Sudbury / Grand Sudbury,25600,  0 to 14 years,Total - Age
2021A00053553005,Census subdivision,2021,Greater Sudbury / Grand Sudbury,105785,  15 to 64 years,Total - Age
2021A00053553005,Census subdivision,2021,Greater Sudbury / Grand Sudbury,31645,  65 years and over,Total - Age
2021A00053556027,Census subdivision,2021,Timmins,6650,  0 to 14 years,Total - Age
2021A00053556027,Census subdivision,2021,Timmins,26855,  15 to 64 years,Total - Age
2021A00053556027,Census subdivision,2021,Timmins,6800,  65 years and over,Total - Age
2021A00053557041,Census subdivision,2021,Elliot Lake,1175,  0 to 14 years,Total - Age
2021A00053557041,Census subdivision,2021,Elliot Lake,5640,  15 to 64 years,Total - Age
2021A00053557041,Census subdivision,2021,Elliot Lake,4410,  65 years and over,Total - Age
2021A00053557061,Census subdivision,2021,Sault Ste. Marie,10240,  0 to 14 years,Total - Age
2021A00053557061,Census subdivision,2021,Sault Ste. Marie,43530,  15 to 64 years,Total - Age
2021A00053557061,Census subdivision,2021,Sault Ste. Marie,16960,  65 years and over,Total - Age
2021A00053558004,Census subdivision,2021,Thunder Bay,15410,  0 to 14 years,Total - Age
2021A00053558004,Census subdivision,2021,Thunder Bay,68815,  15 to 64 years,Total - Age
2021A00053558004,Census subdivision,2021,Thunder Bay,22420,  65 years and over,Total - Age
2021A00053560010,Census subdivision,2021,Kenora,2295,  0 to 14 years,Total - Age
2021A00053560010,Census subdivision,2021,Kenora,9305,  15 to 64 years,Total - Age
2021A00053560010,Census subdivision,2021,Kenora,3015,  65 years and over,Total - Age
2021C30053599999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Ontario",159050,  0 to 14 years,Total - Age
2021C30053599999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Ontario",596790,  15 to 64 years,Total - Age
2021C30053599999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Ontario",228880,  65 years and over,Total - Age
2021A00054602041,Census subdivision,2021,Hanover,5010,  0 to 14 years,Total - Age
2021A00054602041,Census subdivision,2021,Hanover,10705,  15 to 64 years,Total - Age
2021A00054602041,Census subdivision,2021,Hanover,1420,  65 years and over,Total - Age
2021A00054602044,Census subdivision,2021,Steinbach,3785,  0 to 14 years,Total - Age
2021A00054602044,Census subdivision,2021,Steinbach,10885,  15 to 64 years,Total - Age
2021A00054602044,Census subdivision,2021,Steinbach,2900,  65 years and over,Total - Age
2021A00054602069,Census subdivision,2021,Taché,2800,  0 to 14 years,Total - Age
2021A00054602069,Census subdivision,2021,Taché,7810,  15 to 64 years,Total - Age
2021A00054602069,Census subdivision,2021,Taché,1270,  65 years and over,Total - Age
2021A00054603050,Census subdivision,2021,Winkler,3095,  0 to 14 years,Total - Age
2021A00054603050,Census subdivision,2021,Winkler,8435,  15 to 64 years,Total - Age
2021A00054603050,Census subdivision,2021,Winkler,2030,  65 years and over,Total - Age
2021A00054607062,Census subdivision,2021,Brandon,9395,  0 to 14 years,Total - Age
2021A00054607062,Census subdivision,2021,Brandon,32900,  15 to 64 years,Total - Age
2021A00054607062,Census subdivision,2021,Brandon,7550,  65 years and over,Total - Age
2021A00054609029,Census subdivision,2021,Portage la Prairie,2475,  0 to 14 years,Total - Age
2021A00054609029,Census subdivision,2021,Portage la Prairie,7945,  15 to 64 years,Total - Age
2021A00054609029,Census subdivision,2021,Portage la Prairie,2410,  65 years and over,Total - Age
2021A00054611040,Census subdivision,2021,Winnipeg,124110,  0 to 14 years,Total - Age
2021A00054611040,Census subdivision,2021,Winnipeg,493755,  15 to 64 years,Total - Age
2021A00054611040,Census subdivision,2021,Winnipeg,118800,  65 years and over,Total - Age
2021A00054612047,Census subdivision,2021,Springfield,2990,  0 to 14 years,Total - Age
2021A00054612047,Census subdivision,2021,Springfield,10175,  15 to 64 years,Total - Age
2021A00054612047,Census subdivision,2021,Springfield,2580,  65 years and over,Total - Age
2021A00054613043,Census subdivision,2021,St. Andrews,1715,  0 to 14 years,Total - Age
2021A00054613043,Census subdivision,2021,St. Andrews,7600,  15 to 64 years,Total - Age
2021A00054613043,Census subdivision,2021,St. Andrews,2235,  65 years and over,Total - Age
2021A00054613047,Census subdivision,2021,Selkirk,1650,  0 to 14 years,Total - Age
2021A00054613047,Census subdivision,2021,Selkirk,6085,  15 to 64 years,Total - Age
2021A00054613047,Census subdivision,2021,Selkirk,2200,  65 years and over,Total - Age
2021A00054613056,Census subdivision,2021,St. Clements,1710,  0 to 14 years,Total - Age
2021A00054613056,Census subdivision,2021,St. Clements,7465,  15 to 64 years,Total - Age
2021A00054613056,Census subdivision,2021,St. Clements,2225,  65 years and over,Total - Age
2021A00054622026,Census subdivision,2021,Thompson,3360,  0 to 14 years,Total - Age
2021A00054622026,Census subdivision,2021,Thompson,8590,  15 to 64 years,Total - Age
2021A00054622026,Census subdivision,2021,Thompson,930,  65 years and over,Total - Age
2021C30054699999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Manitoba",86685,  0 to 14 years,Total - Age
2021C30054699999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Manitoba",232330,  15 to 64 years,Total - Age
2021C30054699999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Manitoba",67160,  65 years and over,Total - Age
2021A00054701024,Census subdivision,2021,Estevan,2040,  0 to 14 years,Total - Age
2021A00054701024,Census subdivision,2021,Estevan,7005,  15 to 64 years,Total - Age
2021A00054701024,Census subdivision,2021,Estevan,1580,  65 years and over,Total - Age
2021A00054702047,Census subdivision,2021,Weyburn,2035,  0 to 14 years,Total - Age
2021A00054702047,Census subdivision,2021,Weyburn,6610,  15 to 64 years,Total - Age
2021A00054702047,Census subdivision,2021,Weyburn,1950,  65 years and over,Total - Age
2021A00054706027,Census subdivision,2021,Regina,42560,  0 to 14 years,Total - Age
2021A00054706027,Census subdivision,2021,Regina,147675,  15 to 64 years,Total - Age
2021A00054706027,Census subdivision,2021,Regina,32840,  65 years and over,Total - Age
2021A00054707039,Census subdivision,2021,Moose Jaw,5960,  0 to 14 years,Total - Age
2021A00054707039,Census subdivision,2021,Moose Jaw,20445,  15 to 64 years,Total - Age
