DGUID,GEO_LEVEL,CENSUS_YEAR,GEO_NAME,TOTAL_GENDER (1),CHARACTERISTIC_NAME,AGE
2021A00055937010,Census subdivision,2021,Coldstream,6810,  15 to 64 years,Total - Age
2021A00055937010,Census subdivision,2021,Coldstream,2370,  65 years and over,Total - Age
2021A00055937014,Census subdivision,2021,Vernon,6025,  0 to 14 years,Total - Age
2021A00055937014,Census subdivision,2021,Vernon,25705,  15 to 64 years,Total - Age
2021A00055937014,Census subdivision,2021,Vernon,11380,  65 years and over,Total - Age
2021A00055939032,Census subdivision,2021,Salmon Arm,2810,  0 to 14 years,Total - Age
2021A00055939032,Census subdivision,2021,Salmon Arm,10600,  15 to 64 years,Total - Age
2021A00055939032,Census subdivision,2021,Salmon Arm,5215,  65 years and over,Total - Age
2021A00055941009,Census subdivision,2021,Williams Lake,1840,  0 to 14 years,Total - Age
2021A00055941009,Census subdivision,2021,Williams Lake,6840,  15 to 64 years,Total - Age
2021A00055941009,Census subdivision,2021,Williams Lake,2030,  65 years and over,Total - Age
2021A00055947012,Census subdivision,2021,Prince Rupert,2100,  0 to 14 years,Total - Age
2021A00055947012,Census subdivision,2021,Prince Rupert,8160,  15 to 64 years,Total - Age
2021A00055947012,Census subdivision,2021,Prince Rupert,1915,  65 years and over,Total - Age
2021A00055949011,Census subdivision,2021,Terrace,2200,  0 to 14 years,Total - Age
2021A00055949011,Census subdivision,2021,Terrace,7670,  15 to 64 years,Total - Age
2021A00055949011,Census subdivision,2021,Terrace,1955,  65 years and over,Total - Age
2021A00055953023,Census subdivision,2021,Prince George,12865,  0 to 14 years,Total - Age
2021A00055953023,Census subdivision,2021,Prince George,50415,  15 to 64 years,Total - Age
2021A00055953023,Census subdivision,2021,Prince George,11870,  65 years and over,Total - Age
2021A00055955014,Census subdivision,2021,Dawson Creek,2315,  0 to 14 years,Total - Age
2021A00055955014,Census subdivision,2021,Dawson Creek,8170,  15 to 64 years,Total - Age
2021A00055955014,Census subdivision,2021,Dawson Creek,1585,  65 years and over,Total - Age
2021A00055955034,Census subdivision,2021,Fort St. John,4575,  0 to 14 years,Total - Age
2021A00055955034,Census subdivision,2021,Fort St. John,14995,  15 to 64 years,Total - Age
2021A00055955034,Census subdivision,2021,Fort St. John,1600,  65 years and over,Total - Age
2021C30055999999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, British Columbia",112680,  0 to 14 years,Total - Age
2021C30055999999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, British Columbia",467790,  15 to 64 years,Total - Age
2021C30055999999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, British Columbia",202950,  65 years and over,Total - Age
2021A00056001009,Census subdivision,2021,Whitehorse,4940,  0 to 14 years,Total - Age
2021A00056001009,Census subdivision,2021,Whitehorse,19235,  15 to 64 years,Total - Age
2021A00056001009,Census subdivision,2021,Whitehorse,3545,  65 years and over,Total - Age
2021C30056099999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Yukon",1865,  0 to 14 years,Total - Age
2021C30056099999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Yukon",7790,  15 to 64 years,Total - Age
2021C30056099999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Yukon",2205,  65 years and over,Total - Age
2021A00056106023,Census subdivision,2021,Yellowknife,4120,  0 to 14 years,Total - Age
2021A00056106023,Census subdivision,2021,Yellowknife,14340,  15 to 64 years,Total - Age
2021A00056106023,Census subdivision,2021,Yellowknife,1450,  65 years and over,Total - Age
2021C30056199999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Northwest Territories",4350,  0 to 14 years,Total - Age
2021C30056199999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Northwest Territories",13725,  15 to 64 years,Total - Age
2021C30056199999,"Provincial/territorial combined CSDs with 2021 population under 10,000",2021,"Combined census subdivisions with 2021 population under 10,000, Northwest Territories",2400,  65 years and over,Total - Age
