DGUID,GEO,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021"
2021A00053560082,Shoal Lake (Part) 40,4.87,4276.0,19.7,35.2,71.0,96.0,40.9,22.0,31.0,528.0,43.5,23.0,33.0
2021A00053560083,Whitefish Bay 34A,5.5,4150.0,22.7,0.8,124.0,125.0,-5.4,37.0,35.0,518.0,-4.8,42.0,40.0
2021A00053560084,Wabauskang 21,30.68,4474.0,1.9,-18.6,70.0,57.0,-23.1,26.0,20.0,536.0,-17.2,29.0,24.0
2021A00053560085,Wunnumin 1,64.0,2737.0,9.2,-1.0,593.0,587.0,-6.5,138.0,129.0,410.0,1.4,143.0,145.0
2021A00053560086,Summer Beaver,15.39,3328.0,23.1,-7.1,382.0,355.0,-1.1,88.0,87.0,458.0,10.8,102.0,113.0
2021A00053560088,Wapekeka 2,27.2,3031.0,16.8,3.6,440.0,456.0,6.4,110.0,117.0,434.0,6.3,127.0,135.0
2021A00053560089,The Dalles 38C,33.69,3931.0,5.3,-7.2,194.0,180.0,8.8,57.0,62.0,496.0,10.0,60.0,66.0
2021A00053560090,"Kenora, Unorganized",388982.2,548.0,0.0,11.7,6692.0,7475.0,16.6,2807.0,3272.0,192.0,10.6,6612.0,7310.0
2021A00053560091,Peawanuck,3.22,3691.0,76.7,26.7,195.0,247.0,32.4,68.0,90.0,479.0,18.3,82.0,97.0
2021A00053560093,Neskantaga,10.05,3703.0,24.3,3.0,237.0,244.0,5.6,71.0,75.0,480.0,4.7,85.0,89.0
2021A00053560095,Bearskin Lake,144.93,3053.0,3.1,25.9,355.0,447.0,15.6,109.0,126.0,436.0,8.6,140.0,152.0
2021A00053560096,Kasabonika Lake,101.73,2041.0,10.4,24.9,849.0,1060.0,27.4,179.0,228.0,350.0,18.9,212.0,252.0
2021A00053560097,Muskrat Dam Lake,24.71,,,,281.0,,,84.0,,,,112.0,
2021A00053560098,Kingfisher Lake 1,9.12,2908.0,56.0,0.0,511.0,511.0,13.6,103.0,117.0,428.0,11.4,114.0,127.0
2021A00053560100,Wawakapewin,53.04,4686.0,0.3,-27.3,22.0,16.0,12.5,8.0,9.0,543.0,7.7,13.0,14.0
2021A00053560104,Kee-Way-Win,182.45,3154.0,2.2,-2.9,421.0,409.0,3.4,89.0,92.0,444.0,-3.1,98.0,95.0
2021A00054601035,Stuartburn,1161.45,1525.0,1.5,5.0,1648.0,1731.0,-5.9,658.0,619.0,93.0,-5.8,824.0,776.0
2021A00054601039,Piney,2430.32,1447.0,0.8,6.8,1726.0,1843.0,4.7,768.0,804.0,87.0,-1.6,1191.0,1172.0
2021A00054601043,Reynolds,3559.65,1778.0,0.4,0.4,1338.0,1344.0,2.1,570.0,582.0,118.0,25.2,727.0,910.0
2021A00054601046,Whitemouth,697.35,1579.0,2.3,4.7,1557.0,1630.0,5.5,598.0,631.0,96.0,-1.6,793.0,780.0
2021A00054601051,Pinawa,126.51,1631.0,12.3,3.6,1504.0,1558.0,5.0,674.0,708.0,102.0,5.3,757.0,797.0
2021A00054601057,Lac du Bonnet,1097.61,922.0,3.2,14.2,3121.0,3563.0,13.5,1285.0,1459.0,41.0,2.7,2684.0,2757.0
2021A00054601060,Lac du Bonnet,2.26,2037.0,470.7,-2.3,1089.0,1064.0,-5.0,522.0,496.0,144.0,-5.7,582.0,549.0
2021A00054601070,Buffalo Point 36,16.6,3791.0,13.2,30.4,168.0,219.0,22.4,85.0,104.0,193.0,-13.1,336.0,292.0
2021A00054601071,Alexander,1560.05,885.0,2.5,15.6,3333.0,3854.0,15.2,1602.0,1845.0,39.0,4.9,4144.0,4347.0
2021A00054601075,Powerview-Pine Falls,4.82,1858.0,257.0,-5.9,1316.0,1239.0,-6.9,549.0,511.0,129.0,-2.4,580.0,566.0
2021A00054601078,Victoria Beach,20.71,2544.0,33.3,73.1,398.0,689.0,54.3,232.0,358.0,164.0,25.4,1479.0,1854.0
2021A00054601079,Shoal Lake (Part) 40,21.35,4831.0,0.0,,0.0,0.0,,0.0,0.0,222.0,,0.0,0.0
2021A00054601094,"Division No.  1, Unorganized",4103.28,1759.0,0.3,34.9,1023.0,1380.0,37.6,468.0,644.0,117.0,-2.5,3139.0,3062.0
2021A00054602024,Emerson-Franklin,970.19,1216.0,2.5,-3.9,2537.0,2437.0,-4.3,958.0,917.0,66.0,4.8,1082.0,1134.0
2021A00054602026,Roseau Rapids 2A,8.9,4252.0,11.2,-12.3,114.0,100.0,-8.8,34.0,31.0,203.0,0.0,36.0,36.0
2021A00054602027,Roseau River 2,22.18,2786.0,25.4,1.1,558.0,564.0,1.3,159.0,161.0,172.0,4.3,162.0,169.0
2021A00054602032,De Salaberry,667.57,869.0,5.9,9.4,3580.0,3918.0,8.1,1102.0,1191.0,37.0,5.2,1231.0,1295.0
2021A00054602037,St-Pierre-Jolys,2.61,1811.0,500.5,11.5,1170.0,1305.0,11.2,457.0,508.0,122.0,8.6,477.0,518.0
2021A00054602041,Hanover,730.44,268.0,23.6,10.8,15540.0,17216.0,15.2,4463.0,5141.0,4.0,16.1,4569.0,5305.0
2021A00054602044,Steinbach,37.56,260.0,474.1,11.1,16022.0,17806.0,12.5,6076.0,6836.0,3.0,11.5,6359.0,7092.0
2021A00054602046,Niverville,8.7,654.0,683.7,29.0,4610.0,5947.0,26.8,1555.0,1971.0,24.0,24.0,1621.0,2010.0
2021A00054602053,La Broquerie,578.97,599.0,11.6,10.7,6076.0,6725.0,11.1,1840.0,2044.0,21.0,11.9,1946.0,2177.0
2021A00054602057,Ste. Anne,476.81,686.0,11.7,11.6,5003.0,5584.0,8.9,1819.0,1981.0,28.0,9.8,1905.0,2092.0
2021A00054602061,Ste. Anne,4.14,1072.0,699.0,36.8,2114.0,2891.0,44.4,797.0,1151.0,56.0,46.5,822.0,1204.0
2021A00054602069,Taché,580.64,362.0,20.5,3.0,11568.0,11916.0,6.1,3769.0,3999.0,9.0,6.0,3884.0,4117.0
2021A00054602075,Ritchot,332.23,551.0,22.5,11.8,6679.0,7469.0,11.3,2437.0,2712.0,19.0,10.3,2510.0,2769.0
2021A00054603030,Montcalm,468.25,1830.0,2.7,1.4,1260.0,1278.0,-0.2,491.0,490.0,124.0,-0.6,527.0,524.0
2021A00054603040,Altona,9.35,823.0,456.3,1.3,4212.0,4267.0,3.5,1642.0,1700.0,35.0,4.2,1689.0,1760.0
2021A00054603041,Rhineland,958.48,668.0,6.1,-2.1,5945.0,5819.0,0.1,1639.0,1641.0,25.0,1.9,1716.0,1748.0
2021A00054603047,Stanley,835.18,468.0,10.8,0.1,8969.0,8981.0,4.3,2185.0,2279.0,15.0,6.1,2218.0,2354.0
2021A00054603050,Winkler,20.73,318.0,663.1,8.6,12660.0,13745.0,11.1,4580.0,5089.0,6.0,11.8,4685.0,5239.0
2021A00054603053,Morden,16.29,432.0,609.6,14.5,8668.0,9929.0,14.2,3499.0,3995.0,13.0,14.5,3636.0,4162.0
2021A00054603058,Thompson,531.24,1655.0,2.9,6.8,1422.0,1518.0,6.4,408.0,434.0,106.0,6.8,441.0,471.0
2021A00054603062,Roland,484.47,1951.0,2.4,1.4,1129.0,1145.0,6.5,369.0,393.0,137.0,9.8,386.0,424.0
2021A00054603065,Morris,1035.32,1032.0,2.9,0.1,3047.0,3049.0,-4.8,970.0,923.0,53.0,-3.1,1024.0,992.0
2021A00054603067,Morris,5.91,1393.0,334.1,4.8,1885.0,1975.0,6.0,779.0,826.0,81.0,7.6,807.0,868.0
2021A00054603072,Dufferin,916.11,1178.0,2.8,4.4,2435.0,2543.0,2.3,744.0,761.0,64.0,1.5,794.0,806.0
2021A00054603074,Carman,4.32,1016.0,721.5,-1.6,3164.0,3114.0,-0.8,1413.0,1402.0,49.0,-2.0,1496.0,1466.0
2021A00054604034,Pembina,1130.57,1224.0,2.1,2.5,2347.0,2406.0,2.0,911.0,929.0,67.0,0.3,999.0,1002.0
2021A00054604040,Louise,934.81,1371.0,2.2,5.6,1918.0,2025.0,-2.1,770.0,754.0,80.0,1.7,869.0,884.0
2021A00054604052,Cartwright-Roblin,705.27,1783.0,1.9,2.1,1308.0,1336.0,1.5,390.0,396.0,119.0,0.0,489.0,489.0
2021A00054604057,Argyle,768.63,2117.0,1.3,-3.0,1025.0,994.0,-2.0,406.0,398.0,149.0,0.8,511.0,515.0
2021A00054604064,Lorne,923.03,1063.0,3.1,-4.5,3041.0,2904.0,0.5,1098.0,1103.0,55.0,0.0,1199.0,1199.0
2021A00054604068,Swan Lake 7,26.93,,,,347.0,,,127.0,,,,139.0,
2021A00054605025,Killarney - Turtle Mountain,930.02,935.0,3.8,2.7,3429.0,3520.0,2.0,1417.0,1446.0,42.0,2.9,1641.0,1689.0
2021A00054605032,Boissevain-Morton,1102.38,1257.0,2.1,-1.9,2353.0,2309.0,1.0,972.0,982.0,69.0,4.2,1095.0,1141.0
2021A00054605038,Deloraine-Winchester,728.13,1676.0,2.0,-0.7,1489.0,1478.0,0.4,670.0,673.0,107.0,-1.8,946.0,929.0
2021A00054605044,Brenda-Waskada,775.64,2618.0,0.8,-3.6,674.0,650.0,-1.8,282.0,277.0,165.0,-5.7,352.0,332.0
2021A00054605052,Melita,3.19,2062.0,326.4,-0.1,1042.0,1041.0,3.3,450.0,465.0,146.0,3.8,528.0,548.0
2021A00054605056,Two Borders,2321.73,1979.0,0.5,-4.7,1175.0,1120.0,-2.8,498.0,484.0,142.0,-1.7,598.0,588.0
2021A00054605062,Grassland,1350.34,1609.0,1.2,1.4,1561.0,1583.0,1.7,543.0,552.0,101.0,-2.8,635.0,617.0
2021A00054605071,Prairie Lakes,1070.95,1582.0,1.5,11.8,1453.0,1625.0,10.5,610.0,674.0,97.0,2.9,1150.0,1183.0
2021A00054606016,Sifton,839.5,1858.0,1.5,-1.4,1256.0,1239.0,-2.7,516.0,502.0,129.0,-1.7,784.0,771.0
2021A00054606023,Pipestone,1149.86,1720.0,1.2,-2.5,1458.0,1422.0,-3.9,617.0,593.0,113.0,-4.2,707.0,677.0
2021A00054606029,Canupawakpa Dakota First Nation (Oak Lake 59),10.46,3438.0,30.8,5.6,305.0,322.0,6.9,101.0,108.0,186.0,11.3,106.0,118.0
2021A00054606031,Wallace-Woodworth,1977.43,1113.0,1.4,-6.8,2948.0,2748.0,-3.4,1072.0,1036.0,59.0,-2.6,1175.0,1144.0
2021A00054606034,Virden,8.96,1014.0,347.8,-6.1,3322.0,3118.0,-4.4,1465.0,1401.0,48.0,-4.3,1576.0,1508.0
2021A00054606040,Sioux Valley Dakota Nation,37.94,2045.0,27.9,2.8,1028.0,1057.0,-1.8,331.0,325.0,145.0,-2.8,355.0,345.0
2021A00054607039,Glenboro-South Cypress,1071.64,1974.0,1.0,-27.5,1550.0,1123.0,-13.2,507.0,440.0,140.0,-10.9,543.0,484.0
2021A00054607040,Swan Lake 7A,26.62,4831.0,0.0,-100.0,15.0,0.0,-100.0,7.0,0.0,222.0,-100.0,7.0,0.0
2021A00054607046,Oakland-Wawanesa,578.82,1507.0,3.0,4.0,1690.0,1758.0,2.3,611.0,625.0,92.0,2.3,655.0,670.0
2021A00054607052,Souris-Glenwood,579.69,1176.0,4.4,-0.6,2562.0,2547.0,0.9,1019.0,1028.0,63.0,5.5,1069.0,1128.0
2021A00054607057,Whitehead,577.6,1550.0,2.9,1.7,1651.0,1679.0,-1.1,619.0,612.0,95.0,-1.4,654.0,645.0
2021A00054607060,Cornwallis,500.51,779.0,9.1,1.4,4506.0,4568.0,1.2,1683.0,1704.0,33.0,4.0,1778.0,1850.0
2021A00054607062,Brandon,79.04,101.0,649.2,5.0,48883.0,51313.0,4.6,20277.0,21203.0,2.0,4.8,21493.0,22526.0
2021A00054607066,North Cypress-Langford,1762.3,1044.0,1.7,9.7,2745.0,3011.0,7.8,837.0,902.0,54.0,8.6,887.0,963.0
2021A00054607068,Carberry,4.8,1462.0,379.1,4.6,1738.0,1818.0,3.3,769.0,794.0,89.0,1.4,835.0,847.0
2021A00054607071,Elton,576.14,1833.0,2.2,0.2,1273.0,1276.0,3.1,454.0,468.0,126.0,2.4,491.0,503.0
2021A00054607072,Waywayseecappo Highway 10,0.04,4831.0,0.0,,0.0,0.0,-100.0,1.0,0.0,222.0,-100.0,1.0,0.0
2021A00054607076,Riverdale,576.02,1476.0,3.1,-15.5,2133.0,1803.0,-15.8,848.0,714.0,90.0,-14.3,920.0,788.0
2021A00054608032,Norfolk-Treherne,737.9,1496.0,2.4,1.1,1751.0,1770.0,-3.2,666.0,645.0,91.0,-4.5,717.0,685.0
2021A00054608042,Victoria,703.54,1911.0,1.7,4.9,1132.0,1188.0,2.9,451.0,464.0,134.0,5.5,491.0,518.0
2021A00054608046,North Norfolk,1158.26,872.0,3.4,1.6,3853.0,3915.0,4.0,1300.0,1352.0,38.0,4.2,1375.0,1433.0
2021A00054608055,Glenella-Lansdowne,1274.74,1965.0,0.9,-4.1,1181.0,1133.0,-6.5,401.0,375.0,139.0,-5.2,442.0,419.0
2021A00054608060,WestLake-Gladstone,1909.82,983.0,1.7,3.8,3154.0,3273.0,1.5,1075.0,1091.0,47.0,0.6,1209.0,1216.0
2021A00054608069,Sandy Bay 5,59.6,1156.0,43.6,3.3,2515.0,2598.0,-6.9,565.0,526.0,61.0,-4.8,584.0,556.0
2021A00054609018,Grey,968.9,1186.0,2.6,-4.9,2648.0,2517.0,-2.0,979.0,959.0,65.0,-2.9,1065.0,1034.0
2021A00054609024,Portage la Prairie,1973.45,589.0,3.5,-1.2,6975.0,6888.0,-1.2,2193.0,2167.0,20.0,-1.8,2500.0,2456.0
2021A00054609025,Long Plain 6,35.09,1785.0,38.0,8.4,1232.0,1335.0,11.1,343.0,381.0,120.0,12.4,355.0,399.0
2021A00054609026,Dakota Plains 6A,5.49,4264.0,17.9,28.9,76.0,98.0,24.1,29.0,36.0,204.0,17.1,41.0,48.0
2021A00054609027,Dakota Tipi 1,0.37,3764.0,604.0,44.9,156.0,226.0,50.0,48.0,72.0,192.0,41.2,51.0,72.0
2021A00054609029,Portage la Prairie,24.72,331.0,536.8,-0.3,13304.0,13270.0,1.2,5576.0,5644.0,7.0,5.4,5794.0,6109.0
2021A00054609030,Long Plain,1.16,4760.0,4.3,,0.0,5.0,0.0,1.0,1.0,220.0,0.0,1.0,1.0
2021A00054610035,Macdonald,1156.11,507.0,7.0,13.4,7162.0,8120.0,15.2,2382.0,2743.0,18.0,15.9,2428.0,2815.0
2021A00054610043,Cartier,552.94,960.0,6.0,-0.7,3368.0,3344.0,-0.1,812.0,811.0,44.0,-0.4,853.0,850.0
2021A00054610052,St. François Xavier,205.14,1698.0,7.1,2.7,1411.0,1449.0,2.1,484.0,494.0,109.0,1.8,505.0,514.0
2021A00054611040,Winnipeg,461.78,6.0,1623.3,6.3,705244.0,749607.0,6.9,281046.0,300431.0,1.0,7.2,294245.0,315465.0
2021A00054611042,Headingley,107.53,811.0,40.3,21.0,3579.0,4331.0,22.1,1070.0,1307.0,34.0,22.2,1098.0,1342.0
2021A00054612047,Springfield,1096.17,275.0,14.7,5.2,15342.0,16142.0,6.2,5459.0,5795.0,5.0,5.7,5667.0,5992.0
2021A00054612054,Brokenhead,749.69,693.0,7.2,5.7,5122.0,5414.0,4.1,1973.0,2053.0,29.0,4.6,2115.0,2213.0
2021A00054612056,Beausejour,5.42,972.0,609.6,2.7,3219.0,3307.0,2.8,1443.0,1483.0,46.0,3.6,1518.0,1572.0
2021A00054613032,East St. Paul,41.79,439.0,232.7,3.8,9372.0,9725.0,6.2,3263.0,3464.0,14.0,6.1,3304.0,3504.0
2021A00054613037,West St. Paul,87.49,603.0,76.4,24.5,5368.0,6682.0,24.3,1792.0,2228.0,22.0,25.5,1809.0,2270.0
2021A00054613043,St. Andrews,739.61,368.0,15.9,-1.6,11913.0,11723.0,-0.1,4407.0,4404.0,10.0,0.8,4699.0,4736.0
2021A00054613047,Selkirk,24.47,411.0,429.3,2.2,10278.0,10504.0,6.1,4163.0,4417.0,12.0,7.3,4328.0,4643.0
2021A00054613049,Dunnottar,2.8,2121.0,353.8,29.6,763.0,989.0,22.2,406.0,496.0,150.0,4.5,1154.0,1206.0
2021A00054613056,St. Clements,711.17,372.0,16.3,6.5,10876.0,11586.0,8.6,4238.0,4604.0,11.0,6.7,5359.0,5720.0
2021A00054613062,Brokenhead 4,54.95,3093.0,7.9,-15.9,516.0,434.0,-1.9,157.0,154.0,182.0,-8.2,194.0,178.0
2021A00054614015,Rosser,441.74,1834.0,2.9,-7.4,1372.0,1270.0,-6.4,453.0,424.0,127.0,-6.9,481.0,448.0
2021A00054614031,Woodlands,1197.59,895.0,3.2,11.2,3416.0,3797.0,12.0,1229.0,1376.0,40.0,12.7,1316.0,1483.0
2021A00054614036,Rockwood,1184.89,489.0,7.1,7.9,7823.0,8440.0,2.7,2676.0,2747.0,16.0,3.6,2824.0,2927.0
2021A00054614039,Stonewall,5.96,730.0,846.4,4.9,4809.0,5046.0,18.3,1733.0,2051.0,31.0,21.6,1749.0,2127.0
2021A00054614042,Teulon,3.23,1901.0,370.3,-0.4,1201.0,1196.0,-3.0,561.0,544.0,133.0,-1.5,597.0,588.0
2021A00054615020,Neepawa,17.09,679.0,332.7,23.3,4609.0,5685.0,18.0,1581.0,1866.0,26.0,19.5,1628.0,1946.0
2021A00054615032,Oakview,1141.98,1414.0,1.7,18.6,1626.0,1928.0,25.0,625.0,781.0,83.0,25.6,659.0,828.0
2021A00054615037,Hamiota,577.68,1865.0,2.1,0.7,1225.0,1234.0,0.9,534.0,539.0,131.0,5.0,581.0,610.0
2021A00054615042,Birdtail Creek 57,27.88,3042.0,16.2,10.0,411.0,452.0,17.8,107.0,126.0,179.0,7.5,120.0,129.0
2021A00054615047,Ellice-Archie,1153.14,2330.0,0.7,-6.3,887.0,831.0,-6.9,377.0,351.0,157.0,-5.1,413.0,392.0
2021A00054615049,Gambler 63 (Part),2.53,4694.0,5.9,200.0,5.0,15.0,-50.0,4.0,2.0,218.0,-50.0,4.0,2.0
2021A00054615056,Prairie View,1694.69,1317.0,1.3,3.5,2088.0,2161.0,-3.7,864.0,832.0,75.0,-2.7,997.0,970.0
2021A00054615063,Yellowhead,1093.17,1451.0,1.7,-5.5,1948.0,1841.0,-5.6,923.0,871.0,88.0,-4.1,1279.0,1227.0
2021A00054615067,Keeseekoowenin 61,21.42,3003.0,22.0,22.3,386.0,472.0,5.2,154.0,162.0,177.0,9.4,160.0,175.0
2021A00054615070,Harrison Park,964.55,1441.0,1.9,14.5,1617.0,1852.0,15.8,786.0,910.0,85.0,6.4,1663.0,1769.0
2021A00054615071,Rolling River 67,63.07,3248.0,6.0,5.0,361.0,379.0,-3.1,129.0,125.0,183.0,3.7,134.0,139.0
2021A00054615072,Rolling River 67B,3.32,4480.0,16.9,21.7,46.0,56.0,9.1,11.0,12.0,212.0,9.1,11.0,12.0
2021A00054615074,Minto-Odanah,746.31,1977.0,1.5,-5.7,1189.0,1121.0,3.3,399.0,412.0,141.0,2.7,442.0,454.0
2021A00054615075,Minnedosa,14.95,1116.0,183.4,11.9,2449.0,2741.0,7.7,1123.0,1210.0,60.0,4.9,1333.0,1398.0
2021A00054615078,Rosedale,864.68,1650.0,1.8,-8.9,1672.0,1524.0,-4.9,533.0,507.0,104.0,-5.5,621.0,587.0
2021A00054615092,Clanwilliam-Erickson,358.05,2097.0,2.8,17.7,860.0,1012.0,17.6,414.0,487.0,147.0,28.1,651.0,834.0
2021A00054616005,Rossburn,672.29,2141.0,1.4,-0.3,976.0,973.0,2.3,443.0,453.0,151.0,-1.0,625.0,619.0
2021A00054616017,Waywayseecappo First Nation,96.64,1732.0,14.6,3.2,1365.0,1409.0,-0.2,428.0,427.0,116.0,3.2,438.0,452.0
2021A00054616020,Riding Mountain West,1624.99,1702.0,0.9,1.5,1420.0,1442.0,6.8,621.0,663.0,111.0,10.4,894.0,987.0
2021A00054616025,Gambler 63 (Part),2.05,4369.0,37.0,-2.6,78.0,76.0,-3.3,30.0,29.0,207.0,-9.4,32.0,29.0
2021A00054616030,Russell-Binscarth,569.7,1157.0,4.6,6.3,2442.0,2596.0,4.3,1075.0,1121.0,62.0,2.5,1213.0,1243.0
2021A00054616046,Valley River 63A,46.2,3316.0,7.8,2.0,353.0,360.0,13.6,103.0,117.0,184.0,7.2,111.0,119.0
2021A00054616048,Hillsburg-Roblin-Shell River,1694.95,1023.0,1.8,-3.9,3214.0,3089.0,-1.1,1421.0,1406.0,50.0,-2.1,1673.0,1638.0
2021A00054617026,Alonsa,3006.17,1883.0,0.4,-3.0,1247.0,1210.0,-0.8,496.0,492.0,132.0,-1.9,672.0,659.0
2021A00054617029,Ebb and Flow 52,45.69,1590.0,35.2,19.9,1341.0,1608.0,15.7,376.0,435.0,98.0,14.1,391.0,446.0
2021A00054617035,McCreary,527.77,2443.0,1.4,-16.1,892.0,748.0,-15.4,408.0,345.0,161.0,-17.3,479.0,396.0
2021A00054617041,Ste. Rose,630.04,1601.0,2.5,-7.1,1712.0,1591.0,-5.1,738.0,700.0,99.0,-3.9,795.0,764.0
2021A00054617048,Dauphin,1512.79,1329.0,1.4,-7.0,2298.0,2136.0,-6.3,956.0,896.0,76.0,-2.9,1054.0,1023.0
2021A00054617050,Dauphin,12.67,493.0,660.5,0.0,8369.0,8368.0,1.0,3741.0,3779.0,17.0,-0.8,4080.0,4048.0
2021A00054617054,Gilbert Plains,1050.15,1724.0,1.4,-3.4,1470.0,1420.0,-4.5,664.0,634.0,114.0,-2.9,763.0,741.0
2021A00054617058,Grandview,1147.99,1725.0,1.2,-4.3,1482.0,1419.0,-1.8,669.0,657.0,115.0,-3.6,778.0,750.0
2021A00054617064,Ethelbert,1134.59,2621.0,0.6,6.8,607.0,648.0,2.8,282.0,290.0,166.0,-6.4,391.0,366.0
2021A00054617072,Mossey River,1119.96,1697.0,1.3,26.6,1145.0,1450.0,20.7,507.0,612.0,108.0,18.1,618.0,730.0
2021A00054617075,Lakeshore,1295.64,1913.0,0.9,-13.0,1363.0,1186.0,-15.4,628.0,531.0,135.0,-4.5,902.0,861.0
2021A00054617092,"Division No. 17, Unorganized",2147.09,3829.0,0.1,109.9,101.0,212.0,94.0,50.0,97.0,196.0,-5.9,783.0,737.0
2021A00054618031,Gimli,318.1,608.0,20.7,6.3,6181.0,6569.0,6.8,2942.0,3141.0,23.0,3.2,4644.0,4793.0
2021A00054618034,Winnipeg Beach,3.91,1706.0,367.7,25.7,1145.0,1439.0,20.5,628.0,757.0,112.0,7.4,1547.0,1661.0
2021A00054618037,Armstrong,1868.24,1399.0,1.1,9.8,1792.0,1967.0,10.5,752.0,831.0,82.0,15.4,915.0,1056.0
