DGUID,GEO,"Land area in square kilometres, 2021","National population rank, 2021","Population density per square kilometre, 2021","Population percentage change, 2016 to 2021","Population, 2016","Population, 2021","Private dwellings occupied by usual residents percentage change, 2016 to 2021","Private dwellings occupied by usual residents, 2016","Private dwellings occupied by usual residents, 2021","Province/territory population rank, 2021","Total private dwellings percentage change, 2016 to 2021","Total private dwellings, 2016","Total private dwellings, 2021"
2021A00051103060,Tignish Shore,1.65,4437.0,38.7,1.6,63.0,64.0,7.7,26.0,28.0,96.0,2.3,44.0,45.0
2021A00051103061,Tignish,104.43,1479.0,17.2,-0.7,1812.0,1800.0,-0.3,697.0,695.0,17.0,1.0,814.0,822.0
2021A00051103062,Miminegash,1.88,4067.0,78.5,0.0,148.0,148.0,-2.9,68.0,66.0,88.0,2.8,72.0,74.0
2021A00051103063,Miminegash,100.17,2011.0,10.9,-3.3,1126.0,1089.0,0.0,456.0,456.0,31.0,-5.6,558.0,527.0
2021A00051103064,Alberton,157.28,1293.0,14.2,3.0,2166.0,2230.0,6.2,851.0,904.0,13.0,-3.5,1254.0,1210.0
2021A00051103065,O'Leary,375.5,1171.0,6.8,7.2,2394.0,2566.0,6.7,967.0,1032.0,9.0,2.3,1228.0,1256.0
2021A00051103066,West Point,28.08,3731.0,8.4,1.7,231.0,235.0,4.1,97.0,101.0,74.0,-2.0,149.0,146.0
2021A00051103067,"Kensington, Part 1",155.16,1022.0,19.9,-2.5,3169.0,3090.0,-2.5,1268.0,1236.0,8.0,-3.9,1424.0,1369.0
2021A00051103068,Victoria,7.07,4317.0,12.3,4.8,83.0,87.0,6.1,33.0,35.0,93.0,-3.8,52.0,50.0
2021A00051201001,Barrington,631.98,613.0,10.3,-1.9,6646.0,6523.0,1.7,2974.0,3024.0,26.0,1.5,3494.0,3546.0
2021A00051201004,Clark's Harbour,2.82,2478.0,257.3,-4.4,758.0,725.0,0.3,361.0,362.0,71.0,-2.0,407.0,399.0
2021A00051201006,Shelburne,1816.71,809.0,2.4,1.1,4288.0,4336.0,4.5,1971.0,2059.0,40.0,3.8,2635.0,2735.0
2021A00051201008,Shelburne,8.75,1570.0,187.9,-5.7,1743.0,1644.0,-3.5,823.0,794.0,62.0,0.9,909.0,917.0
2021A00051201009,Lockeport,2.32,2994.0,205.4,-10.4,531.0,476.0,-6.0,249.0,234.0,75.0,-4.1,320.0,307.0
2021A00051202001,Argyle,1526.07,523.0,5.2,-0.4,7899.0,7870.0,2.8,3362.0,3455.0,20.0,-0.1,3821.0,3818.0
2021A00051202004,Yarmouth,584.69,427.0,17.2,2.3,9845.0,10067.0,4.2,4250.0,4430.0,13.0,1.8,4981.0,5072.0
2021A00051202006,Yarmouth,10.57,593.0,646.3,4.8,6518.0,6829.0,4.6,3116.0,3259.0,23.0,2.9,3470.0,3569.0
2021A00051202040,Yarmouth 33,0.31,3925.0,579.0,15.3,157.0,181.0,-1.4,70.0,69.0,80.0,0.0,70.0,70.0
2021A00051203001,Clare,851.14,532.0,9.0,-4.2,8018.0,7678.0,-2.3,3691.0,3607.0,21.0,-6.2,4681.0,4393.0
2021A00051203004,Digby,1654.59,570.0,4.4,1.9,7107.0,7242.0,5.0,3264.0,3427.0,22.0,1.3,4048.0,4099.0
2021A00051203006,Digby,3.16,1379.0,634.0,-2.9,2060.0,2001.0,-0.6,1036.0,1030.0,60.0,-1.0,1145.0,1133.0
2021A00051203009,Bear River (Part) 6,3.4,4093.0,41.5,2.2,138.0,141.0,1.9,52.0,53.0,81.0,5.7,53.0,56.0
2021A00051204001,Medway River 11,0.06,4694.0,239.2,200.0,5.0,15.0,133.3,3.0,7.0,88.0,133.3,3.0,7.0
2021A00051204009,Ponhook Lake 10,1.11,4694.0,13.5,0.0,15.0,15.0,-14.3,7.0,6.0,88.0,-14.3,7.0,6.0
2021A00051204010,Queens,2387.52,415.0,4.4,1.2,10302.0,10422.0,5.0,4739.0,4977.0,12.0,1.4,6583.0,6676.0
2021A00051204015,Wildcat 12,4.74,4516.0,10.3,69.0,29.0,49.0,0.0,15.0,15.0,84.0,6.7,15.0,16.0
2021A00051205001,"Annapolis, Subd. D",1976.25,1032.0,1.5,1.9,2991.0,3049.0,4.0,1314.0,1367.0,53.0,8.8,1805.0,1964.0
2021A00051205002,Bear River (Part) 6,3.1,4831.0,0.0,,0.0,0.0,,0.0,0.0,93.0,,0.0,0.0
2021A00051205004,"Annapolis, Subd. A",612.44,650.0,9.8,1.9,5866.0,5980.0,4.9,2747.0,2881.0,30.0,0.7,3412.0,3435.0
2021A00051205006,Bear River 6B,0.24,4694.0,62.0,-6.3,16.0,15.0,0.0,3.0,3.0,88.0,0.0,3.0,3.0
2021A00051205008,Annapolis Royal,1.98,2870.0,268.3,7.9,491.0,530.0,9.5,294.0,322.0,74.0,5.2,346.0,364.0
2021A00051205009,"Annapolis, Subd. B",377.16,775.0,12.2,3.1,4448.0,4587.0,5.7,1949.0,2060.0,38.0,0.5,2342.0,2353.0
2021A00051205014,"Annapolis, Subd. C",206.51,710.0,25.3,5.5,4947.0,5218.0,5.6,2178.0,2300.0,33.0,1.1,2488.0,2516.0
2021A00051205016,Middleton,5.55,1432.0,337.3,2.2,1832.0,1873.0,3.4,892.0,922.0,61.0,-1.8,995.0,977.0
2021A00051206001,Lunenburg,1757.79,179.0,14.5,2.7,24863.0,25545.0,4.5,11010.0,11502.0,3.0,1.4,14038.0,14233.0
2021A00051206004,Bridgewater,13.63,476.0,644.9,3.0,8532.0,8790.0,4.5,4077.0,4260.0,17.0,4.5,4299.0,4493.0
2021A00051206006,Lunenburg,4.04,1228.0,593.3,5.9,2263.0,2396.0,4.7,1040.0,1089.0,58.0,3.0,1206.0,1242.0
2021A00051206008,Mahone Bay,3.12,2037.0,341.4,2.7,1036.0,1064.0,4.2,501.0,522.0,67.0,4.9,571.0,599.0
2021A00051206009,Chester,1120.61,407.0,9.5,3.7,10310.0,10693.0,5.4,4769.0,5028.0,11.0,-0.2,6492.0,6482.0
2021A00051206011,Gold River 21,2.79,4344.0,29.1,-14.7,95.0,81.0,-2.9,34.0,33.0,83.0,0.0,34.0,34.0
2021A00051206014,Pennal 19,0.44,4592.0,67.5,11.1,27.0,30.0,12.5,8.0,9.0,85.0,12.5,8.0,9.0
2021A00051206016,New Ross 20,4.05,4831.0,0.0,,0.0,0.0,,0.0,0.0,93.0,,0.0,0.0
2021A00051207001,"Kings, Subd. A",1233.05,200.0,18.1,0.5,22234.0,22355.0,2.1,9262.0,9461.0,5.0,0.7,10635.0,10711.0
2021A00051207002,Annapolis Valley First Nation,0.65,2453.0,1148.6,430.7,140.0,743.0,496.3,54.0,322.0,70.0,489.3,56.0,330.0
2021A00051207004,Berwick,6.53,1212.0,375.8,-2.2,2509.0,2455.0,0.2,1042.0,1044.0,56.0,0.8,1071.0,1080.0
2021A00051207011,"Kings, Subd. C",243.95,494.0,34.2,3.2,8093.0,8348.0,4.8,3621.0,3793.0,19.0,3.5,3817.0,3952.0
2021A00051207012,Kentville,17.08,604.0,388.2,5.7,6271.0,6630.0,7.8,2743.0,2956.0,25.0,6.9,2891.0,3090.0
2021A00051207016,"Kings, Subd. B",346.02,361.0,34.5,0.8,11858.0,11951.0,3.6,5006.0,5187.0,10.0,2.5,5567.0,5704.0
2021A00051207021,"Kings, Subd. D",264.86,708.0,19.9,0.9,5219.0,5264.0,3.3,2219.0,2292.0,32.0,2.5,2529.0,2591.0
2021A00051207024,Wolfville,6.46,726.0,783.3,20.5,4195.0,5057.0,23.8,1972.0,2441.0,35.0,10.5,2585.0,2856.0
2021A00051207027,Glooscap 35,1.71,4208.0,64.9,37.0,81.0,111.0,31.3,32.0,42.0,82.0,44.4,36.0,52.0
2021A00051208003,West Hants,1250.5,234.0,15.6,2.6,19016.0,19509.0,4.5,8012.0,8374.0,7.0,2.8,8890.0,9136.0
2021A00051208008,East Hants,1786.53,197.0,12.8,2.0,22453.0,22892.0,3.6,9057.0,9387.0,4.0,1.2,9930.0,10046.0
2021A00051208014,Indian Brook 14,12.15,1119.0,225.5,151.5,1089.0,2739.0,197.6,370.0,1101.0,54.0,194.2,382.0,1124.0
2021A00051209019,Cole Harbour 30,0.19,3844.0,1106.4,2.5,203.0,208.0,3.3,120.0,124.0,79.0,5.7,123.0,130.0
2021A00051209034,Halifax,5475.57,13.0,80.3,9.1,403131.0,439819.0,9.9,173324.0,190512.0,1.0,7.0,187338.0,200473.0
2021A00051209037,Beaver Lake 17,0.83,4658.0,24.0,-4.8,21.0,20.0,20.0,5.0,6.0,86.0,20.0,5.0,6.0
2021A00051209038,Sheet Harbour 36,0.5,4722.0,20.0,-60.0,25.0,10.0,-28.6,7.0,5.0,92.0,-22.2,9.0,7.0
2021A00051209800,Wallace Hills 14A,0.44,4694.0,34.2,50.0,10.0,15.0,0.0,3.0,3.0,88.0,0.0,3.0,3.0
2021A00051210001,"Colchester, Subd. C",1443.12,346.0,8.6,-4.7,13098.0,12476.0,-2.4,5451.0,5320.0,9.0,-4.2,6031.0,5779.0
2021A00051210002,Stewiacke,17.62,1632.0,88.4,13.4,1373.0,1557.0,13.4,629.0,713.0,64.0,8.5,681.0,739.0
2021A00051210003,Millbrook 27,3.65,2218.0,252.1,7.1,860.0,921.0,9.6,302.0,331.0,68.0,17.8,309.0,364.0
2021A00051210006,Truro,37.52,338.0,345.3,5.7,12261.0,12954.0,4.9,6052.0,6347.0,8.0,1.3,6574.0,6658.0
2021A00051210008,"Colchester, Subd. B",1248.24,229.0,15.9,1.4,19534.0,19806.0,4.9,8290.0,8700.0,6.0,2.8,9564.0,9836.0
2021A00051210012,"Colchester, Subd. A",877.35,900.0,4.3,8.8,3459.0,3762.0,9.3,1505.0,1645.0,45.0,1.9,2219.0,2262.0
2021A00051211001,"Cumberland, Subd. A",1135.55,999.0,2.8,2.6,3120.0,3201.0,4.7,1515.0,1586.0,49.0,-2.5,2162.0,2107.0
2021A00051211006,"Cumberland, Subd. B",1168.37,596.0,5.8,-1.1,6859.0,6786.0,-0.7,3017.0,2997.0,24.0,-3.1,3558.0,3448.0
2021A00051211009,"Cumberland, Subd. C",896.22,677.0,6.4,8.1,5268.0,5694.0,8.7,2321.0,2523.0,31.0,2.7,4003.0,4111.0
2021A00051211011,Amherst,12.07,452.0,779.4,-0.1,9413.0,9404.0,2.5,4372.0,4480.0,15.0,1.1,4745.0,4799.0
2021A00051211012,Oxford,10.68,1929.0,109.6,-1.7,1190.0,1170.0,0.9,528.0,533.0,65.0,-3.5,597.0,576.0
2021A00051211014,"Cumberland, Subd. D",1052.9,820.0,4.1,3.1,4155.0,4283.0,8.5,1861.0,2020.0,41.0,-1.7,3380.0,3322.0
2021A00051212001,"Pictou, Subd. A",769.64,634.0,8.0,1.3,6075.0,6153.0,3.2,2713.0,2800.0,27.0,-3.2,3863.0,3739.0
2021A00051212004,Pictou,7.99,1019.0,388.7,-2.5,3186.0,3107.0,-0.5,1460.0,1452.0,52.0,-1.7,1627.0,1600.0
2021A00051212006,"Pictou, Subd. B",770.57,637.0,8.0,-0.6,6174.0,6137.0,1.8,2582.0,2629.0,29.0,1.7,2769.0,2817.0
2021A00051212008,Westville,14.24,925.0,248.6,-2.4,3628.0,3540.0,-1.2,1586.0,1567.0,46.0,-2.2,1698.0,1660.0
2021A00051212009,Stellarton,8.99,858.0,445.6,-4.8,4208.0,4007.0,0.1,1880.0,1881.0,43.0,0.0,2018.0,2017.0
2021A00051212011,"Pictou, Subd. C",1254.87,491.0,6.7,-0.7,8443.0,8386.0,1.8,3651.0,3717.0,18.0,-1.7,4546.0,4470.0
2021A00051212014,New Glasgow,9.96,448.0,951.3,4.4,9075.0,9471.0,5.6,4208.0,4445.0,14.0,3.1,4640.0,4782.0
2021A00051212016,Trenton,6.07,1222.0,396.7,-2.7,2474.0,2407.0,1.9,1071.0,1091.0,57.0,-3.2,1206.0,1167.0
2021A00051212019,Fisher's Grant 24,1.54,3050.0,291.4,-7.4,485.0,449.0,-0.6,154.0,153.0,76.0,0.0,158.0,158.0
2021A00051212023,Merigomish Harbour 31,0.23,4831.0,0.0,,0.0,0.0,,0.0,0.0,93.0,,0.0,0.0
2021A00051213001,St. Mary's,1904.08,1317.0,1.1,-3.2,2233.0,2161.0,0.5,1042.0,1047.0,59.0,-7.7,1667.0,1538.0
2021A00051213004,Guysborough,2115.25,776.0,2.2,-1.8,4670.0,4585.0,1.0,2197.0,2220.0,39.0,-4.8,3196.0,3043.0
2021A00051213008,Mulgrave,17.83,2664.0,35.2,-13.2,722.0,627.0,-5.8,310.0,292.0,73.0,-3.4,327.0,316.0
2021A00051214001,"Antigonish, Subd. A",926.43,469.0,9.7,8.3,8278.0,8963.0,10.2,3424.0,3774.0,16.0,6.1,4222.0,4478.0
2021A00051214002,Antigonish,4.98,772.0,934.5,6.7,4364.0,4656.0,10.4,1997.0,2205.0,37.0,3.0,2596.0,2675.0
2021A00051214006,"Antigonish, Subd. B",522.29,636.0,11.8,-2.7,6306.0,6138.0,0.8,2577.0,2597.0,28.0,-1.4,2890.0,2849.0
2021A00051214010,Paqtnkek-Niktuek No. 23,2.71,3272.0,137.0,5.4,353.0,372.0,3.1,131.0,135.0,78.0,6.7,134.0,143.0
2021A00051215001,"Inverness, Subd. C",1025.65,1005.0,3.1,0.0,3166.0,3167.0,4.4,1372.0,1432.0,50.0,-0.7,1982.0,1969.0
2021A00051215002,Port Hawkesbury,8.1,996.0,396.3,-0.1,3214.0,3210.0,5.2,1345.0,1415.0,48.0,-2.0,1554.0,1523.0
2021A00051215005,Malagawatch 4,6.69,4658.0,3.0,0.0,20.0,20.0,120.0,10.0,22.0,86.0,-45.0,40.0,22.0
2021A00051215006,"Inverness, Subd. B",751.9,751.0,6.5,-1.3,4928.0,4865.0,5.1,2058.0,2162.0,36.0,-3.1,2775.0,2688.0
2021A00051215008,Whycocomagh 2,7.48,2269.0,117.3,5.5,831.0,877.0,0.4,266.0,267.0,69.0,3.0,270.0,278.0
2021A00051215011,"Inverness, Subd. A",2017.79,711.0,2.6,2.6,5076.0,5207.0,4.1,2300.0,2395.0,34.0,0.1,3255.0,3257.0
2021A00051216001,"Richmond, Subd. C",129.32,1009.0,24.2,-0.4,3150.0,3136.0,2.8,1397.0,1436.0,51.0,4.4,1621.0,1692.0
2021A00051216006,"Richmond, Subd. A",464.88,899.0,8.1,-0.9,3796.0,3763.0,2.2,1696.0,1733.0,44.0,1.0,2083.0,2104.0
2021A00051216011,"Richmond, Subd. B",646.26,1587.0,2.5,6.5,1512.0,1610.0,8.6,729.0,792.0,63.0,2.8,1252.0,1287.0
2021A00051216014,Chapel Island 5,5.62,3162.0,72.1,-20.0,506.0,405.0,-13.7,161.0,139.0,77.0,-12.0,167.0,147.0
2021A00051217008,Membertou 28B,1.48,1994.0,745.7,8.7,1015.0,1103.0,17.2,343.0,402.0,66.0,17.8,349.0,411.0
2021A00051217020,Eskasoni 3,36.03,932.0,97.7,2.9,3422.0,3521.0,2.1,1059.0,1081.0,47.0,2.2,1114.0,1138.0
2021A00051217030,Cape Breton,2419.7,64.0,38.7,-0.6,94285.0,93694.0,1.5,41679.0,42316.0,2.0,1.6,45741.0,46471.0
2021A00051218001,"Victoria, Subd. B",1228.63,850.0,3.3,2.3,3985.0,4077.0,3.0,1808.0,1862.0,42.0,6.0,2599.0,2755.0
2021A00051218003,Wagmatcook 1,3.72,2540.0,185.8,28.7,537.0,691.0,27.2,158.0,201.0,72.0,26.5,166.0,210.0
2021A00051218006,"Victoria, Subd. A",1603.85,1134.0,1.7,4.1,2567.0,2673.0,7.2,1135.0,1217.0,55.0,6.9,1672.0,1788.0
2021A00051301001,Saint Martins,629.0,1924.0,1.9,4.0,1132.0,1177.0,11.0,480.0,533.0,133.0,-2.0,609.0,597.0
2021A00051301002,St. Martins,2.35,3442.0,136.1,15.9,276.0,320.0,12.1,140.0,157.0,237.0,-2.0,198.0,194.0
2021A00051301004,Simonds,281.06,875.0,13.9,1.8,3843.0,3913.0,4.7,1516.0,1588.0,39.0,3.3,1617.0,1671.0
2021A00051301006,Saint John,315.59,84.0,221.5,3.4,67575.0,69895.0,5.4,30208.0,31825.0,2.0,0.3,33801.0,33908.0
2021A00051301016,Musquash,233.06,1843.0,5.4,4.9,1194.0,1253.0,4.5,508.0,531.0,125.0,-1.0,600.0,594.0
2021A00051302001,Grand Manan,5.96,4104.0,23.3,-4.1,145.0,139.0,1.5,67.0,68.0,252.0,2.9,103.0,106.0
2021A00051302004,Campobello Island,39.59,2181.0,24.0,8.8,872.0,949.0,12.5,376.0,423.0,158.0,-0.6,616.0,612.0
2021A00051302006,West Isles,38.32,2489.0,18.7,-9.9,797.0,718.0,-0.9,347.0,344.0,191.0,1.7,467.0,475.0
2021A00051302008,Lepreau,209.52,2367.0,3.8,13.6,707.0,803.0,14.9,335.0,385.0,180.0,-3.0,507.0,492.0
2021A00051302011,Pennfield,363.75,1296.0,6.1,2.4,2170.0,2222.0,3.3,918.0,948.0,64.0,3.3,996.0,1029.0
2021A00051302012,Blacks Harbour,9.02,2234.0,100.6,1.5,894.0,907.0,1.6,379.0,385.0,165.0,2.4,411.0,421.0
2021A00051302014,Clarendon,492.11,4423.0,0.1,4.8,63.0,66.0,21.2,33.0,40.0,257.0,-28.9,90.0,64.0
2021A00051302016,Saint George,500.05,1197.0,5.0,6.6,2341.0,2495.0,4.4,1002.0,1046.0,58.0,-2.4,1254.0,1224.0
2021A00051302018,St. George,16.17,1617.0,97.7,4.1,1517.0,1579.0,9.6,637.0,698.0,97.0,10.3,681.0,751.0
2021A00051302021,Saint Patrick,236.59,2502.0,3.0,3.0,689.0,710.0,-0.3,327.0,326.0,194.0,-25.1,545.0,408.0
2021A00051302024,Saint Andrews,24.27,2812.0,22.7,-0.5,553.0,550.0,5.5,236.0,249.0,209.0,-5.1,312.0,296.0
2021A00051302026,Saint Andrews,8.35,1362.0,245.3,14.7,1786.0,2048.0,16.0,794.0,921.0,74.0,8.7,1008.0,1096.0
2021A00051302028,Saint Croix,78.6,2621.0,8.2,-1.4,657.0,648.0,-1.4,284.0,280.0,201.0,-6.0,368.0,346.0
2021A00051302031,Dufferin,12.34,2785.0,45.8,-1.4,573.0,565.0,5.7,230.0,243.0,207.0,3.5,256.0,265.0
2021A00051302034,Saint Stephen,102.83,1554.0,16.3,-9.1,1839.0,1671.0,-8.5,769.0,704.0,90.0,-5.9,820.0,772.0
2021A00051302037,St. Stephen,13.72,789.0,328.7,2.2,4415.0,4510.0,3.6,2001.0,2073.0,32.0,3.3,2206.0,2278.0
2021A00051302039,Saint James,552.9,2084.0,1.9,-13.7,1186.0,1024.0,-10.9,506.0,451.0,149.0,-12.5,570.0,499.0
2021A00051302042,Saint David,190.39,1685.0,7.7,-3.9,1529.0,1470.0,-2.7,657.0,639.0,106.0,-2.4,743.0,725.0
2021A00051302044,Dumbarton,373.2,3360.0,0.9,3.3,335.0,346.0,0.0,158.0,158.0,232.0,-6.7,195.0,182.0
2021A00051302052,Grand Manan,150.56,1158.0,17.2,10.0,2360.0,2595.0,9.6,1076.0,1179.0,55.0,3.2,1365.0,1408.0
2021A00051303001,Blissville,341.74,2400.0,2.3,-5.1,819.0,777.0,-3.4,349.0,337.0,182.0,-2.4,378.0,369.0
2021A00051303004,Gladstone,362.08,2978.0,1.3,7.5,452.0,486.0,6.3,192.0,204.0,218.0,-5.0,239.0,227.0
2021A00051303005,Tracy,29.44,2697.0,20.7,0.3,608.0,610.0,1.6,247.0,251.0,204.0,-1.5,262.0,258.0
2021A00051303006,Fredericton Junction,23.85,2488.0,30.1,2.1,704.0,719.0,3.5,282.0,292.0,190.0,2.0,298.0,304.0
2021A00051303008,Lincoln,159.44,544.0,47.2,4.8,7177.0,7519.0,5.2,2936.0,3088.0,15.0,4.4,3019.0,3152.0
2021A00051303011,Burton,258.39,714.0,20.0,1.1,5119.0,5176.0,2.0,1962.0,2002.0,23.0,2.7,2020.0,2074.0
2021A00051303012,Oromocto,22.36,462.0,404.5,-1.9,9223.0,9045.0,5.9,3459.0,3663.0,13.0,-0.1,3900.0,3897.0
2021A00051303013,Oromocto 26,1.18,3525.0,249.6,4.6,282.0,295.0,8.0,100.0,108.0,242.0,7.8,103.0,111.0
2021A00051303014,Sheffield,271.29,2261.0,3.3,9.8,809.0,888.0,9.8,357.0,392.0,169.0,-7.9,542.0,499.0
2021A00051303016,Maugerville,919.94,1495.0,1.9,-3.2,1831.0,1772.0,-2.7,731.0,711.0,87.0,-5.1,765.0,726.0
2021A00051303018,Northfield,303.27,2762.0,1.9,-6.9,620.0,577.0,-7.4,283.0,262.0,206.0,-12.5,327.0,286.0
2021A00051304001,Petersville,589.95,2502.0,1.2,4.3,681.0,710.0,3.7,294.0,305.0,194.0,-0.6,325.0,323.0
2021A00051304004,Gagetown,234.58,3435.0,1.4,4.2,311.0,324.0,4.3,138.0,144.0,236.0,-3.9,155.0,149.0
2021A00051304005,Gagetown,49.32,2387.0,16.0,10.7,711.0,787.0,5.0,300.0,315.0,181.0,0.6,339.0,341.0
2021A00051304006,Hampstead,212.39,3550.0,1.4,4.0,277.0,288.0,5.7,123.0,130.0,243.0,-9.7,185.0,167.0
2021A00051304008,Wickham,160.54,3154.0,2.5,-4.2,427.0,409.0,8.0,188.0,203.0,223.0,-18.3,469.0,383.0
2021A00051304011,Cambridge,113.17,2556.0,6.0,5.7,647.0,684.0,10.4,260.0,287.0,198.0,-22.5,617.0,478.0
2021A00051304013,Cambridge-Narrows,106.79,2494.0,6.7,27.2,562.0,715.0,20.6,286.0,345.0,193.0,-4.6,659.0,629.0
2021A00051304014,Johnston,360.87,2648.0,1.8,13.9,560.0,638.0,12.2,262.0,294.0,202.0,-2.0,392.0,384.0
2021A00051304016,Brunswick,703.2,3773.0,0.3,10.3,203.0,224.0,26.1,88.0,111.0,250.0,21.4,159.0,193.0
2021A00051304018,Waterborough,443.16,2242.0,2.0,6.6,847.0,903.0,3.2,406.0,419.0,167.0,-25.3,885.0,661.0
2021A00051304021,Canning,173.25,2079.0,5.9,11.3,924.0,1028.0,14.3,447.0,511.0,148.0,12.6,755.0,850.0
2021A00051304022,Minto,31.36,1289.0,71.2,-3.1,2305.0,2234.0,-3.6,1082.0,1043.0,63.0,-2.1,1170.0,1145.0
2021A00051304024,Chipman,483.45,2302.0,1.8,-6.6,913.0,853.0,-2.1,430.0,421.0,175.0,-6.8,541.0,504.0
2021A00051304025,Chipman,19.0,1894.0,63.2,8.8,1104.0,1201.0,5.6,573.0,605.0,129.0,1.4,638.0,647.0
2021A00051305001,Hammond,244.24,3596.0,1.1,10.0,251.0,276.0,14.0,114.0,130.0,246.0,3.9,153.0,159.0
2021A00051305004,Upham,189.21,1769.0,7.2,6.9,1269.0,1357.0,6.3,521.0,554.0,114.0,1.2,579.0,586.0
2021A00051305006,Hampton,121.24,1054.0,24.5,5.7,2809.0,2969.0,7.0,1089.0,1165.0,49.0,5.1,1157.0,1216.0
2021A00051305007,Hampton,20.97,801.0,209.6,2.5,4289.0,4395.0,6.2,1639.0,1740.0,34.0,5.6,1709.0,1804.0
2021A00051305008,Rothesay,7.26,3374.0,47.1,5.2,325.0,342.0,7.6,119.0,128.0,234.0,-1.5,136.0,134.0
2021A00051305011,Westfield,295.34,1336.0,7.2,7.7,1962.0,2114.0,8.3,811.0,878.0,70.0,1.9,952.0,970.0
2021A00051305014,Kingston,200.41,998.0,16.0,9.9,2913.0,3202.0,10.4,1227.0,1354.0,48.0,-2.4,1671.0,1631.0
2021A00051305015,Grand Bay-Westfield,59.82,741.0,83.0,0.1,4964.0,4967.0,1.7,1933.0,1965.0,27.0,0.1,2029.0,2031.0
2021A00051305016,Norton,144.77,1792.0,9.2,1.8,1301.0,1325.0,3.3,512.0,529.0,117.0,2.6,536.0,550.0
2021A00051305018,Norton,75.35,1731.0,18.7,2.0,1382.0,1410.0,4.2,525.0,547.0,111.0,1.9,567.0,578.0
2021A00051305021,Sussex,243.99,1166.0,10.6,2.5,2516.0,2579.0,5.6,996.0,1052.0,56.0,4.2,1050.0,1094.0
2021A00051305022,Sussex,8.9,795.0,498.9,3.7,4282.0,4440.0,3.9,1988.0,2065.0,33.0,3.4,2147.0,2219.0
2021A00051305023,Sussex Corner,9.32,1693.0,156.4,-0.2,1461.0,1458.0,0.5,650.0,653.0,107.0,-0.1,675.0,674.0
2021A00051305024,Waterford,221.27,2960.0,2.2,4.7,469.0,491.0,5.6,197.0,208.0,216.0,-1.9,260.0,255.0
2021A00051305026,Cardwell,311.87,1740.0,4.5,3.5,1353.0,1401.0,9.0,569.0,620.0,112.0,1.7,709.0,721.0
2021A00051305028,Havelock,349.22,2059.0,3.0,-1.8,1061.0,1042.0,0.9,438.0,442.0,147.0,-5.1,550.0,522.0
2021A00051305031,Studholm,448.98,928.0,7.9,0.1,3522.0,3527.0,-0.2,1389.0,1386.0,42.0,-0.1,1481.0,1480.0
2021A00051305034,Springfield,248.53,1571.0,6.6,7.6,1525.0,1641.0,3.7,630.0,653.0,93.0,-9.9,885.0,797.0
2021A00051305036,Kars,75.54,3255.0,5.0,16.0,325.0,377.0,19.3,140.0,167.0,228.0,-17.3,352.0,291.0
2021A00051305038,Greenwich,114.56,1971.0,9.8,6.4,1058.0,1126.0,11.4,449.0,500.0,137.0,3.4,560.0,579.0
2021A00051305045,Rothesay,34.59,360.0,346.2,2.7,11659.0,11977.0,5.1,4636.0,4873.0,11.0,4.0,4816.0,5007.0
2021A00051305057,Quispamsis,56.97,246.0,329.4,2.9,18245.0,18768.0,6.2,6455.0,6855.0,6.0,5.9,6596.0,6985.0
2021A00051306001,Hopewell,149.14,2721.0,4.0,-7.7,647.0,597.0,-2.4,287.0,280.0,205.0,-2.8,319.0,310.0
2021A00051306003,Riverside-Albert,3.39,3355.0,102.8,-0.6,350.0,348.0,1.4,140.0,142.0,231.0,-8.3,168.0,154.0
2021A00051306004,Harvey,276.85,3320.0,1.3,7.5,333.0,358.0,10.9,165.0,183.0,230.0,-3.6,248.0,239.0
2021A00051306006,Alma,47.64,3568.0,5.9,32.4,213.0,282.0,31.3,99.0,130.0,244.0,-3.0,202.0,196.0
2021A00051306007,Alma,222.74,4760.0,0.0,0.0,5.0,5.0,200.0,1.0,3.0,264.0,66.7,3.0,5.0
2021A00051306008,Elgin,519.54,2037.0,2.0,19.3,892.0,1064.0,16.0,418.0,485.0,145.0,2.5,595.0,610.0
2021A00051306011,Hillsborough,304.03,1744.0,4.6,6.8,1308.0,1397.0,5.3,581.0,612.0,113.0,1.1,649.0,656.0
2021A00051306014,Coverdale,236.0,763.0,20.2,6.7,4466.0,4766.0,6.3,1757.0,1868.0,29.0,6.3,1806.0,1919.0
2021A00051306020,Riverview,34.1,219.0,603.7,4.7,19667.0,20584.0,5.2,8224.0,8651.0,5.0,3.0,8537.0,8797.0
2021A00051306025,Hillsborough,12.81,1777.0,105.2,5.6,1277.0,1348.0,2.2,547.0,559.0,115.0,1.0,584.0,590.0
2021A00051307001,Westmorland,173.27,2112.0,5.8,9.8,908.0,997.0,1.5,413.0,419.0,151.0,-4.4,596.0,570.0
2021A00051307002,Port Elgin,2.65,3242.0,144.0,-6.6,408.0,381.0,-4.7,169.0,161.0,227.0,-13.3,196.0,170.0
2021A00051307004,Botsford,304.62,1979.0,3.7,5.9,1058.0,1120.0,11.2,491.0,546.0,138.0,-6.4,1045.0,978.0
2021A00051307005,Beaubassin East / Beaubassin-est,291.02,600.0,23.1,5.4,6376.0,6718.0,6.6,2679.0,2855.0,17.0,-0.6,3388.0,3368.0
2021A00051307007,Cap-Pelé,22.96,1215.0,106.3,0.7,2425.0,2441.0,6.3,951.0,1011.0,59.0,6.1,1078.0,1144.0
